"CD","ND","DESTINO","NACION","HOMBRES","MUJERES","TOTAL"
" 01","CASCO ANTIGUO","1 - AREA METROPOLITANA","ESPAÑOLES",220,237,457
" 01","CASCO ANTIGUO","1 - AREA METROPOLITANA","EXTRANJEROS",18,43,61
" 01","CASCO ANTIGUO","1 - AREA METROPOLITANA","TOTAL POBLACION",238,280,518
" 01","CASCO ANTIGUO","2 - RESTO DE LA PROVINCIA","ESPAÑOLES",107,104,211
" 01","CASCO ANTIGUO","2 - RESTO DE LA PROVINCIA","EXTRANJEROS",4,12,16
" 01","CASCO ANTIGUO","2 - RESTO DE LA PROVINCIA","TOTAL POBLACION",111,116,227
" 01","CASCO ANTIGUO","3 - RESTO DE ANDALUCIA","ESPAÑOLES",150,144,294
" 01","CASCO ANTIGUO","3 - RESTO DE ANDALUCIA","EXTRANJEROS",23,26,49
" 01","CASCO ANTIGUO","3 - RESTO DE ANDALUCIA","TOTAL POBLACION",173,170,343
" 01","CASCO ANTIGUO","4 - RESTO DE ESPAÑA","ESPAÑOLES",229,263,492
" 01","CASCO ANTIGUO","4 - RESTO DE ESPAÑA","EXTRANJEROS",54,64,118
" 01","CASCO ANTIGUO","4 - RESTO DE ESPAÑA","NO CONSTA",1,0,1
" 01","CASCO ANTIGUO","4 - RESTO DE ESPAÑA","TOTAL POBLACION",284,327,611
" 01","CASCO ANTIGUO","5 - EXTRANJERO","ESPAÑOLES",486,333,819
" 01","CASCO ANTIGUO","5 - EXTRANJERO","EXTRANJEROS",180,243,423
" 01","CASCO ANTIGUO","5 - EXTRANJERO","TOTAL POBLACION",666,576,1242
" 01","CASCO ANTIGUO","6 - TODOS","ESPAÑOLES",760,785,1545
" 01","CASCO ANTIGUO","6 - TODOS","EXTRANJEROS",119,172,291
" 01","CASCO ANTIGUO","6 - TODOS","NO CONSTA",1,0,1
" 01","CASCO ANTIGUO","6 - TODOS","TOTAL POBLACION",880,957,1837
" 02","MACARENA","1 - AREA METROPOLITANA","ESPAÑOLES",239,262,501
" 02","MACARENA","1 - AREA METROPOLITANA","EXTRANJEROS",53,79,132
" 02","MACARENA","1 - AREA METROPOLITANA","TOTAL POBLACION",292,341,633
" 02","MACARENA","2 - RESTO DE LA PROVINCIA","ESPAÑOLES",158,144,302
" 02","MACARENA","2 - RESTO DE LA PROVINCIA","EXTRANJEROS",18,27,45
" 02","MACARENA","2 - RESTO DE LA PROVINCIA","TOTAL POBLACION",176,171,347
" 02","MACARENA","3 - RESTO DE ANDALUCIA","ESPAÑOLES",110,102,212
" 02","MACARENA","3 - RESTO DE ANDALUCIA","EXTRANJEROS",46,40,86
" 02","MACARENA","3 - RESTO DE ANDALUCIA","TOTAL POBLACION",156,142,298
" 02","MACARENA","4 - RESTO DE ESPAÑA","ESPAÑOLES",200,192,392
" 02","MACARENA","4 - RESTO DE ESPAÑA","EXTRANJEROS",91,83,174
" 02","MACARENA","4 - RESTO DE ESPAÑA","TOTAL POBLACION",291,275,566
" 02","MACARENA","5 - EXTRANJERO","ESPAÑOLES",513,423,936
" 02","MACARENA","5 - EXTRANJERO","EXTRANJEROS",333,243,576
" 02","MACARENA","5 - EXTRANJERO","TOTAL POBLACION",846,666,1512
" 02","MACARENA","6 - TODOS","ESPAÑOLES",764,747,1511
" 02","MACARENA","6 - TODOS","EXTRANJEROS",245,256,501
" 02","MACARENA","6 - TODOS","TOTAL POBLACION",1009,1003,2012
" 03","NERVION","1 - AREA METROPOLITANA","ESPAÑOLES",158,169,327
" 03","NERVION","1 - AREA METROPOLITANA","EXTRANJEROS",18,21,39
" 03","NERVION","1 - AREA METROPOLITANA","TOTAL POBLACION",176,190,366
" 03","NERVION","2 - RESTO DE LA PROVINCIA","ESPAÑOLES",60,54,114
" 03","NERVION","2 - RESTO DE LA PROVINCIA","EXTRANJEROS",7,6,13
" 03","NERVION","2 - RESTO DE LA PROVINCIA","TOTAL POBLACION",67,60,127
" 03","NERVION","3 - RESTO DE ANDALUCIA","ESPAÑOLES",93,88,181
" 03","NERVION","3 - RESTO DE ANDALUCIA","EXTRANJEROS",13,8,21
" 03","NERVION","3 - RESTO DE ANDALUCIA","TOTAL POBLACION",106,96,202
" 03","NERVION","4 - RESTO DE ESPAÑA","ESPAÑOLES",162,150,312
" 03","NERVION","4 - RESTO DE ESPAÑA","EXTRANJEROS",25,33,58
" 03","NERVION","4 - RESTO DE ESPAÑA","TOTAL POBLACION",187,183,370
" 03","NERVION","5 - EXTRANJERO","ESPAÑOLES",270,261,531
" 03","NERVION","5 - EXTRANJERO","EXTRANJEROS",54,63,117
" 03","NERVION","5 - EXTRANJERO","TOTAL POBLACION",324,324,648
" 03","NERVION","6 - TODOS","ESPAÑOLES",503,490,993
" 03","NERVION","6 - TODOS","EXTRANJEROS",69,75,144
" 03","NERVION","6 - TODOS","TOTAL POBLACION",572,565,1137
" 04","CERRO-AMATE","1 - AREA METROPOLITANA","ESPAÑOLES",292,305,597
" 04","CERRO-AMATE","1 - AREA METROPOLITANA","EXTRANJEROS",50,68,118
" 04","CERRO-AMATE","1 - AREA METROPOLITANA","NO CONSTA",1,0,1
" 04","CERRO-AMATE","1 - AREA METROPOLITANA","TOTAL POBLACION",343,373,716
" 04","CERRO-AMATE","2 - RESTO DE LA PROVINCIA","ESPAÑOLES",186,165,351
" 04","CERRO-AMATE","2 - RESTO DE LA PROVINCIA","EXTRANJEROS",16,22,38
" 04","CERRO-AMATE","2 - RESTO DE LA PROVINCIA","TOTAL POBLACION",202,187,389
" 04","CERRO-AMATE","3 - RESTO DE ANDALUCIA","ESPAÑOLES",117,115,232
" 04","CERRO-AMATE","3 - RESTO DE ANDALUCIA","EXTRANJEROS",65,53,118
" 04","CERRO-AMATE","3 - RESTO DE ANDALUCIA","NO CONSTA",1,0,1
" 04","CERRO-AMATE","3 - RESTO DE ANDALUCIA","TOTAL POBLACION",183,168,351
" 04","CERRO-AMATE","4 - RESTO DE ESPAÑA","ESPAÑOLES",152,184,336
" 04","CERRO-AMATE","4 - RESTO DE ESPAÑA","EXTRANJEROS",95,70,165
" 04","CERRO-AMATE","4 - RESTO DE ESPAÑA","TOTAL POBLACION",247,254,501
" 04","CERRO-AMATE","5 - EXTRANJERO","ESPAÑOLES",162,180,342
" 04","CERRO-AMATE","5 - EXTRANJERO","EXTRANJEROS",153,198,351
" 04","CERRO-AMATE","5 - EXTRANJERO","TOTAL POBLACION",315,378,693
" 04","CERRO-AMATE","6 - TODOS","ESPAÑOLES",765,789,1554
" 04","CERRO-AMATE","6 - TODOS","EXTRANJEROS",243,235,478
" 04","CERRO-AMATE","6 - TODOS","NO CONSTA",2,0,2
" 04","CERRO-AMATE","6 - TODOS","TOTAL POBLACION",1010,1024,2034
" 05","SUR","1 - AREA METROPOLITANA","ESPAÑOLES",287,268,555
" 05","SUR","1 - AREA METROPOLITANA","EXTRANJEROS",22,26,48
" 05","SUR","1 - AREA METROPOLITANA","TOTAL POBLACION",309,294,603
" 05","SUR","2 - RESTO DE LA PROVINCIA","ESPAÑOLES",118,121,239
" 05","SUR","2 - RESTO DE LA PROVINCIA","EXTRANJEROS",18,38,56
" 05","SUR","2 - RESTO DE LA PROVINCIA","TOTAL POBLACION",136,159,295
" 05","SUR","3 - RESTO DE ANDALUCIA","ESPAÑOLES",113,108,221
" 05","SUR","3 - RESTO DE ANDALUCIA","EXTRANJEROS",19,19,38
" 05","SUR","3 - RESTO DE ANDALUCIA","TOTAL POBLACION",132,127,259
" 05","SUR","4 - RESTO DE ESPAÑA","ESPAÑOLES",208,218,426
" 05","SUR","4 - RESTO DE ESPAÑA","EXTRANJEROS",40,34,74
" 05","SUR","4 - RESTO DE ESPAÑA","NO CONSTA",1,0,1
" 05","SUR","4 - RESTO DE ESPAÑA","TOTAL POBLACION",249,252,501
" 05","SUR","5 - EXTRANJERO","ESPAÑOLES",396,333,729
" 05","SUR","5 - EXTRANJERO","EXTRANJEROS",63,81,144
" 05","SUR","5 - EXTRANJERO","TOTAL POBLACION",459,414,873
" 05","SUR","6 - TODOS","ESPAÑOLES",770,752,1522
" 05","SUR","6 - TODOS","EXTRANJEROS",106,126,232
" 05","SUR","6 - TODOS","NO CONSTA",1,0,1
" 05","SUR","6 - TODOS","TOTAL POBLACION",877,878,1755
" 06","TRIANA","1 - AREA METROPOLITANA","ESPAÑOLES",255,201,456
" 06","TRIANA","1 - AREA METROPOLITANA","EXTRANJEROS",26,40,66
" 06","TRIANA","1 - AREA METROPOLITANA","TOTAL POBLACION",281,241,522
" 06","TRIANA","2 - RESTO DE LA PROVINCIA","ESPAÑOLES",72,80,152
" 06","TRIANA","2 - RESTO DE LA PROVINCIA","EXTRANJEROS",9,15,24
" 06","TRIANA","2 - RESTO DE LA PROVINCIA","TOTAL POBLACION",81,95,176
" 06","TRIANA","3 - RESTO DE ANDALUCIA","ESPAÑOLES",87,101,188
" 06","TRIANA","3 - RESTO DE ANDALUCIA","EXTRANJEROS",10,17,27
" 06","TRIANA","3 - RESTO DE ANDALUCIA","TOTAL POBLACION",97,118,215
" 06","TRIANA","4 - RESTO DE ESPAÑA","ESPAÑOLES",111,119,230
" 06","TRIANA","4 - RESTO DE ESPAÑA","EXTRANJEROS",30,27,57
" 06","TRIANA","4 - RESTO DE ESPAÑA","TOTAL POBLACION",141,146,287
" 06","TRIANA","5 - EXTRANJERO","ESPAÑOLES",252,189,441
" 06","TRIANA","5 - EXTRANJERO","EXTRANJEROS",126,81,207
" 06","TRIANA","5 - EXTRANJERO","TOTAL POBLACION",378,270,648
" 06","TRIANA","6 - TODOS","ESPAÑOLES",553,522,1075
" 06","TRIANA","6 - TODOS","EXTRANJEROS",89,108,197
" 06","TRIANA","6 - TODOS","TOTAL POBLACION",642,630,1272
" 07","NORTE","1 - AREA METROPOLITANA","ESPAÑOLES",260,242,502
" 07","NORTE","1 - AREA METROPOLITANA","EXTRANJEROS",30,21,51
" 07","NORTE","1 - AREA METROPOLITANA","TOTAL POBLACION",290,263,553
" 07","NORTE","2 - RESTO DE LA PROVINCIA","ESPAÑOLES",190,163,353
" 07","NORTE","2 - RESTO DE LA PROVINCIA","EXTRANJEROS",11,9,20
" 07","NORTE","2 - RESTO DE LA PROVINCIA","TOTAL POBLACION",201,172,373
" 07","NORTE","3 - RESTO DE ANDALUCIA","ESPAÑOLES",66,87,153
" 07","NORTE","3 - RESTO DE ANDALUCIA","EXTRANJEROS",21,18,39
" 07","NORTE","3 - RESTO DE ANDALUCIA","NO CONSTA",0,1,1
" 07","NORTE","3 - RESTO DE ANDALUCIA","TOTAL POBLACION",87,106,193
" 07","NORTE","4 - RESTO DE ESPAÑA","ESPAÑOLES",122,97,219
" 07","NORTE","4 - RESTO DE ESPAÑA","EXTRANJEROS",31,32,63
" 07","NORTE","4 - RESTO DE ESPAÑA","NO CONSTA",0,1,1
" 07","NORTE","4 - RESTO DE ESPAÑA","TOTAL POBLACION",153,130,283
" 07","NORTE","5 - EXTRANJERO","ESPAÑOLES",99,99,198
" 07","NORTE","5 - EXTRANJERO","EXTRANJEROS",72,18,90
" 07","NORTE","5 - EXTRANJERO","TOTAL POBLACION",171,117,288
" 07","NORTE","6 - TODOS","ESPAÑOLES",649,600,1249
" 07","NORTE","6 - TODOS","EXTRANJEROS",101,82,183
" 07","NORTE","6 - TODOS","NO CONSTA",0,2,2
" 07","NORTE","6 - TODOS","TOTAL POBLACION",750,684,1434
