"CD","ND","DESTINO","NACION","HOMBRES","MUJERES","TOTAL"
" 06","TRIANA","5 - EXTRANJERO","EXTRANJEROS",108,126,234
" 06","TRIANA","5 - EXTRANJERO","NO CONSTA",0,9,9
" 06","TRIANA","5 - EXTRANJERO","TOTAL POBLACION",540,414,954
" 06","TRIANA","6 - TODOS","ESPAÑOLES",540,519,1059
" 06","TRIANA","6 - TODOS","EXTRANJEROS",90,96,186
" 06","TRIANA","6 - TODOS","NO CONSTA",0,1,1
" 06","TRIANA","6 - TODOS","TOTAL POBLACION",630,616,1246
" 07","NORTE","1 - AREA METROPOLITANA","ESPAÑOLES",250,248,498
" 07","NORTE","1 - AREA METROPOLITANA","EXTRANJEROS",23,17,40
" 07","NORTE","1 - AREA METROPOLITANA","TOTAL POBLACION",273,265,538
" 07","NORTE","2 - RESTO DE LA PROVINCIA","ESPAÑOLES",113,132,245
" 07","NORTE","2 - RESTO DE LA PROVINCIA","EXTRANJEROS",14,11,25
" 07","NORTE","2 - RESTO DE LA PROVINCIA","NO CONSTA",1,0,1
" 07","NORTE","2 - RESTO DE LA PROVINCIA","TOTAL POBLACION",128,143,271
" 07","NORTE","3 - RESTO DE ANDALUCIA","ESPAÑOLES",77,86,163
" 07","NORTE","3 - RESTO DE ANDALUCIA","EXTRANJEROS",15,10,25
" 07","NORTE","3 - RESTO DE ANDALUCIA","TOTAL POBLACION",92,96,188
" 07","NORTE","4 - RESTO DE ESPAÑA","ESPAÑOLES",124,124,248
" 07","NORTE","4 - RESTO DE ESPAÑA","EXTRANJEROS",26,27,53
" 07","NORTE","4 - RESTO DE ESPAÑA","TOTAL POBLACION",150,151,301
" 07","NORTE","5 - EXTRANJERO","ESPAÑOLES",243,369,612
" 07","NORTE","5 - EXTRANJERO","EXTRANJEROS",81,54,135
" 07","NORTE","5 - EXTRANJERO","TOTAL POBLACION",324,423,747
" 07","NORTE","6 - TODOS","ESPAÑOLES",591,631,1222
" 07","NORTE","6 - TODOS","EXTRANJEROS",87,71,158
" 07","NORTE","6 - TODOS","NO CONSTA",1,0,1
" 07","NORTE","6 - TODOS","TOTAL POBLACION",679,702,1381
" 08","S. PABLO-STA. JUSTA","1 - AREA METROPOLITANA","ESPAÑOLES",188,180,368
" 08","S. PABLO-STA. JUSTA","1 - AREA METROPOLITANA","EXTRANJEROS",10,8,18
" 08","S. PABLO-STA. JUSTA","1 - AREA METROPOLITANA","TOTAL POBLACION",198,188,386
" 08","S. PABLO-STA. JUSTA","2 - RESTO DE LA PROVINCIA","ESPAÑOLES",87,96,183
" 08","S. PABLO-STA. JUSTA","2 - RESTO DE LA PROVINCIA","EXTRANJEROS",11,9,20
" 08","S. PABLO-STA. JUSTA","2 - RESTO DE LA PROVINCIA","NO CONSTA",1,1,2
" 08","S. PABLO-STA. JUSTA","2 - RESTO DE LA PROVINCIA","TOTAL POBLACION",99,106,205
" 08","S. PABLO-STA. JUSTA","3 - RESTO DE ANDALUCIA","ESPAÑOLES",97,103,200
" 08","S. PABLO-STA. JUSTA","3 - RESTO DE ANDALUCIA","EXTRANJEROS",15,17,32
" 08","S. PABLO-STA. JUSTA","3 - RESTO DE ANDALUCIA","TOTAL POBLACION",112,120,232
" 08","S. PABLO-STA. JUSTA","4 - RESTO DE ESPAÑA","ESPAÑOLES",165,151,316
" 08","S. PABLO-STA. JUSTA","4 - RESTO DE ESPAÑA","EXTRANJEROS",27,28,55
" 08","S. PABLO-STA. JUSTA","4 - RESTO DE ESPAÑA","NO CONSTA",1,0,1
" 08","S. PABLO-STA. JUSTA","4 - RESTO DE ESPAÑA","TOTAL POBLACION",193,179,372
" 08","S. PABLO-STA. JUSTA","5 - EXTRANJERO","ESPAÑOLES",270,279,549
" 08","S. PABLO-STA. JUSTA","5 - EXTRANJERO","EXTRANJEROS",108,117,225
" 08","S. PABLO-STA. JUSTA","5 - EXTRANJERO","TOTAL POBLACION",378,396,774
" 08","S. PABLO-STA. JUSTA","6 - TODOS","ESPAÑOLES",567,561,1128
" 08","S. PABLO-STA. JUSTA","6 - TODOS","EXTRANJEROS",75,75,150
" 08","S. PABLO-STA. JUSTA","6 - TODOS","NO CONSTA",2,1,3
" 08","S. PABLO-STA. JUSTA","6 - TODOS","TOTAL POBLACION",644,637,1281
" 09","ESTE","1 - AREA METROPOLITANA","ESPAÑOLES",283,282,565
" 09","ESTE","1 - AREA METROPOLITANA","EXTRANJEROS",23,22,45
" 09","ESTE","1 - AREA METROPOLITANA","TOTAL POBLACION",306,304,610
" 09","ESTE","2 - RESTO DE LA PROVINCIA","ESPAÑOLES",203,190,393
" 09","ESTE","2 - RESTO DE LA PROVINCIA","EXTRANJEROS",12,10,22
" 09","ESTE","2 - RESTO DE LA PROVINCIA","NO CONSTA",1,0,1
" 09","ESTE","2 - RESTO DE LA PROVINCIA","TOTAL POBLACION",216,200,416
" 09","ESTE","3 - RESTO DE ANDALUCIA","ESPAÑOLES",136,141,277
" 09","ESTE","3 - RESTO DE ANDALUCIA","EXTRANJEROS",31,20,51
" 09","ESTE","3 - RESTO DE ANDALUCIA","TOTAL POBLACION",167,161,328
" 09","ESTE","4 - RESTO DE ESPAÑA","ESPAÑOLES",185,209,394
" 09","ESTE","4 - RESTO DE ESPAÑA","EXTRANJEROS",88,62,150
" 09","ESTE","4 - RESTO DE ESPAÑA","NO CONSTA",0,2,2
" 09","ESTE","4 - RESTO DE ESPAÑA","TOTAL POBLACION",273,273,546
" 09","ESTE","5 - EXTRANJERO","ESPAÑOLES",252,351,603
" 09","ESTE","5 - EXTRANJERO","EXTRANJEROS",108,108,216
" 09","ESTE","5 - EXTRANJERO","TOTAL POBLACION",360,459,819
" 09","ESTE","6 - TODOS","ESPAÑOLES",835,861,1696
" 09","ESTE","6 - TODOS","EXTRANJEROS",166,126,292
" 09","ESTE","6 - TODOS","NO CONSTA",1,2,3
" 09","ESTE","6 - TODOS","TOTAL POBLACION",1002,989,1991
" 10","BELLAVISTA-LA PALMERA","1 - AREA METROPOLITANA","ESPAÑOLES",195,197,392
" 10","BELLAVISTA-LA PALMERA","1 - AREA METROPOLITANA","EXTRANJEROS",15,21,36
" 10","BELLAVISTA-LA PALMERA","1 - AREA METROPOLITANA","TOTAL POBLACION",210,218,428
" 10","BELLAVISTA-LA PALMERA","2 - RESTO DE LA PROVINCIA","ESPAÑOLES",64,58,122
" 10","BELLAVISTA-LA PALMERA","2 - RESTO DE LA PROVINCIA","EXTRANJEROS",3,8,11
" 10","BELLAVISTA-LA PALMERA","2 - RESTO DE LA PROVINCIA","TOTAL POBLACION",67,66,133
" 10","BELLAVISTA-LA PALMERA","3 - RESTO DE ANDALUCIA","ESPAÑOLES",84,84,168
" 10","BELLAVISTA-LA PALMERA","3 - RESTO DE ANDALUCIA","EXTRANJEROS",9,10,19
" 10","BELLAVISTA-LA PALMERA","3 - RESTO DE ANDALUCIA","TOTAL POBLACION",93,94,187
" 10","BELLAVISTA-LA PALMERA","4 - RESTO DE ESPAÑA","ESPAÑOLES",147,121,268
" 10","BELLAVISTA-LA PALMERA","4 - RESTO DE ESPAÑA","EXTRANJEROS",20,31,51
" 10","BELLAVISTA-LA PALMERA","4 - RESTO DE ESPAÑA","TOTAL POBLACION",167,152,319
" 10","BELLAVISTA-LA PALMERA","5 - EXTRANJERO","ESPAÑOLES",297,252,549
" 10","BELLAVISTA-LA PALMERA","5 - EXTRANJERO","EXTRANJEROS",63,27,90
" 10","BELLAVISTA-LA PALMERA","5 - EXTRANJERO","TOTAL POBLACION",360,279,639
" 10","BELLAVISTA-LA PALMERA","6 - TODOS","ESPAÑOLES",523,488,1011
" 10","BELLAVISTA-LA PALMERA","6 - TODOS","EXTRANJEROS",54,73,127
" 10","BELLAVISTA-LA PALMERA","6 - TODOS","TOTAL POBLACION",577,561,1138
" 11","LOS REMEDIOS","1 - AREA METROPOLITANA","ESPAÑOLES",112,100,212
" 11","LOS REMEDIOS","1 - AREA METROPOLITANA","EXTRANJEROS",12,22,34
" 11","LOS REMEDIOS","1 - AREA METROPOLITANA","NO CONSTA",1,0,1
" 11","LOS REMEDIOS","1 - AREA METROPOLITANA","TOTAL POBLACION",125,122,247
" 11","LOS REMEDIOS","2 - RESTO DE LA PROVINCIA","ESPAÑOLES",23,34,57
" 11","LOS REMEDIOS","2 - RESTO DE LA PROVINCIA","EXTRANJEROS",3,2,5
" 11","LOS REMEDIOS","2 - RESTO DE LA PROVINCIA","TOTAL POBLACION",26,36,62
" 11","LOS REMEDIOS","3 - RESTO DE ANDALUCIA","ESPAÑOLES",39,54,93
" 11","LOS REMEDIOS","3 - RESTO DE ANDALUCIA","EXTRANJEROS",5,9,14
" 11","LOS REMEDIOS","3 - RESTO DE ANDALUCIA","TOTAL POBLACION",44,63,107
" 11","LOS REMEDIOS","4 - RESTO DE ESPAÑA","ESPAÑOLES",87,87,174
" 11","LOS REMEDIOS","4 - RESTO DE ESPAÑA","EXTRANJEROS",7,15,22
" 11","LOS REMEDIOS","4 - RESTO DE ESPAÑA","TOTAL POBLACION",94,102,196
" 11","LOS REMEDIOS","5 - EXTRANJERO","ESPAÑOLES",126,216,342
" 11","LOS REMEDIOS","5 - EXTRANJERO","EXTRANJEROS",27,18,45
" 11","LOS REMEDIOS","5 - EXTRANJERO","TOTAL POBLACION",153,234,387
" 11","LOS REMEDIOS","6 - TODOS","ESPAÑOLES",275,299,574
" 11","LOS REMEDIOS","6 - TODOS","EXTRANJEROS",30,50,80
" 11","LOS REMEDIOS","6 - TODOS","NO CONSTA",1,0,1
" 11","LOS REMEDIOS","6 - TODOS","TOTAL POBLACION",306,349,655
"00","TOTAL MUNICIPIO","1 - AREA METROPOLITANA","ESPAÑOLES",2481,2460,4941
"00","TOTAL MUNICIPIO","1 - AREA METROPOLITANA","EXTRANJEROS",259,310,569
"00","TOTAL MUNICIPIO","1 - AREA METROPOLITANA","NO CONSTA",1,4,5
"00","TOTAL MUNICIPIO","1 - AREA METROPOLITANA","TOTAL POBLACION",2741,2774,5515
"00","TOTAL MUNICIPIO","2 - RESTO DE LA PROVINCIA","ESPAÑOLES",1134,1196,2330
"00","TOTAL MUNICIPIO","2 - RESTO DE LA PROVINCIA","EXTRANJEROS",108,149,257
"00","TOTAL MUNICIPIO","2 - RESTO DE LA PROVINCIA","NO CONSTA",4,1,5
"00","TOTAL MUNICIPIO","2 - RESTO DE LA PROVINCIA","TOTAL POBLACION",1246,1346,2592
"00","TOTAL MUNICIPIO","3 - RESTO DE ANDALUCIA","ESPAÑOLES",1239,1286,2525
"00","TOTAL MUNICIPIO","3 - RESTO DE ANDALUCIA","EXTRANJEROS",214,210,424
"00","TOTAL MUNICIPIO","3 - RESTO DE ANDALUCIA","NO CONSTA",1,0,1
"00","TOTAL MUNICIPIO","3 - RESTO DE ANDALUCIA","TOTAL POBLACION",1454,1496,2950
"00","TOTAL MUNICIPIO","4 - RESTO DE ESPAÑA","ESPAÑOLES",1783,1839,3622
"00","TOTAL MUNICIPIO","4 - RESTO DE ESPAÑA","EXTRANJEROS",479,441,920
"00","TOTAL MUNICIPIO","4 - RESTO DE ESPAÑA","NO CONSTA",2,5,7
"00","TOTAL MUNICIPIO","4 - RESTO DE ESPAÑA","TOTAL POBLACION",2264,2285,4549
"00","TOTAL MUNICIPIO","5 - EXTRANJERO","ESPAÑOLES",3969,3942,7911
"00","TOTAL MUNICIPIO","5 - EXTRANJERO","EXTRANJEROS",1269,1044,2313
"00","TOTAL MUNICIPIO","5 - EXTRANJERO","NO CONSTA",0,9,9
"00","TOTAL MUNICIPIO","5 - EXTRANJERO","TOTAL POBLACION",5238,4995,10233
"00","TOTAL MUNICIPIO","6 - TODOS","ESPAÑOLES",7078,7219,14297
"00","TOTAL MUNICIPIO","6 - TODOS","EXTRANJEROS",1201,1226,2427
"00","TOTAL MUNICIPIO","6 - TODOS","NO CONSTA",8,11,19
"00","TOTAL MUNICIPIO","6 - TODOS","TOTAL POBLACION",8287,8456,16743
