"CD","ND","DESTINO","NACION","HOMBRES","MUJERES","TOTAL"
" 01","CASCO ANTIGUO","1 - AREA METROPOLITANA","ESPAÑOLES",235,219,454
" 01","CASCO ANTIGUO","1 - AREA METROPOLITANA","EXTRANJEROS",25,35,60
" 01","CASCO ANTIGUO","1 - AREA METROPOLITANA","TOTAL POBLACION",260,254,514
" 01","CASCO ANTIGUO","2 - RESTO DE LA PROVINCIA","ESPAÑOLES",105,104,209
" 01","CASCO ANTIGUO","2 - RESTO DE LA PROVINCIA","EXTRANJEROS",7,14,21
" 01","CASCO ANTIGUO","2 - RESTO DE LA PROVINCIA","TOTAL POBLACION",112,118,230
" 01","CASCO ANTIGUO","3 - RESTO DE ANDALUCIA","ESPAÑOLES",144,168,312
" 01","CASCO ANTIGUO","3 - RESTO DE ANDALUCIA","EXTRANJEROS",16,18,34
" 01","CASCO ANTIGUO","3 - RESTO DE ANDALUCIA","TOTAL POBLACION",160,186,346
" 01","CASCO ANTIGUO","4 - RESTO DE ESPAÑA","ESPAÑOLES",220,209,429
" 01","CASCO ANTIGUO","4 - RESTO DE ESPAÑA","EXTRANJEROS",34,38,72
" 01","CASCO ANTIGUO","4 - RESTO DE ESPAÑA","NO CONSTA",1,0,1
" 01","CASCO ANTIGUO","4 - RESTO DE ESPAÑA","TOTAL POBLACION",255,247,502
" 01","CASCO ANTIGUO","5 - EXTRANJERO","ESPAÑOLES",981,810,1791
" 01","CASCO ANTIGUO","5 - EXTRANJERO","EXTRANJEROS",117,63,180
" 01","CASCO ANTIGUO","5 - EXTRANJERO","TOTAL POBLACION",1098,873,1971
" 01","CASCO ANTIGUO","6 - TODOS","ESPAÑOLES",813,790,1603
" 01","CASCO ANTIGUO","6 - TODOS","EXTRANJEROS",95,112,207
" 01","CASCO ANTIGUO","6 - TODOS","NO CONSTA",1,0,1
" 01","CASCO ANTIGUO","6 - TODOS","TOTAL POBLACION",909,902,1811
" 02","MACARENA","1 - AREA METROPOLITANA","ESPAÑOLES",258,283,541
" 02","MACARENA","1 - AREA METROPOLITANA","EXTRANJEROS",36,53,89
" 02","MACARENA","1 - AREA METROPOLITANA","TOTAL POBLACION",294,336,630
" 02","MACARENA","2 - RESTO DE LA PROVINCIA","ESPAÑOLES",148,150,298
" 02","MACARENA","2 - RESTO DE LA PROVINCIA","EXTRANJEROS",14,19,33
" 02","MACARENA","2 - RESTO DE LA PROVINCIA","TOTAL POBLACION",162,169,331
" 02","MACARENA","3 - RESTO DE ANDALUCIA","ESPAÑOLES",128,154,282
" 02","MACARENA","3 - RESTO DE ANDALUCIA","EXTRANJEROS",35,38,73
" 02","MACARENA","3 - RESTO DE ANDALUCIA","TOTAL POBLACION",163,192,355
" 02","MACARENA","4 - RESTO DE ESPAÑA","ESPAÑOLES",202,189,391
" 02","MACARENA","4 - RESTO DE ESPAÑA","EXTRANJEROS",110,81,191
" 02","MACARENA","4 - RESTO DE ESPAÑA","TOTAL POBLACION",312,270,582
" 02","MACARENA","5 - EXTRANJERO","ESPAÑOLES",873,819,1692
" 02","MACARENA","5 - EXTRANJERO","EXTRANJEROS",126,54,180
" 02","MACARENA","5 - EXTRANJERO","TOTAL POBLACION",999,873,1872
" 02","MACARENA","6 - TODOS","ESPAÑOLES",833,867,1700
" 02","MACARENA","6 - TODOS","EXTRANJEROS",209,197,406
" 02","MACARENA","6 - TODOS","TOTAL POBLACION",1042,1064,2106
" 03","NERVION","1 - AREA METROPOLITANA","ESPAÑOLES",127,161,288
" 03","NERVION","1 - AREA METROPOLITANA","EXTRANJEROS",13,14,27
" 03","NERVION","1 - AREA METROPOLITANA","TOTAL POBLACION",140,175,315
" 03","NERVION","2 - RESTO DE LA PROVINCIA","ESPAÑOLES",66,77,143
" 03","NERVION","2 - RESTO DE LA PROVINCIA","EXTRANJEROS",7,3,10
" 03","NERVION","2 - RESTO DE LA PROVINCIA","TOTAL POBLACION",73,80,153
" 03","NERVION","3 - RESTO DE ANDALUCIA","ESPAÑOLES",89,98,187
" 03","NERVION","3 - RESTO DE ANDALUCIA","EXTRANJEROS",5,13,18
" 03","NERVION","3 - RESTO DE ANDALUCIA","TOTAL POBLACION",94,111,205
" 03","NERVION","4 - RESTO DE ESPAÑA","ESPAÑOLES",170,168,338
" 03","NERVION","4 - RESTO DE ESPAÑA","EXTRANJEROS",22,28,50
" 03","NERVION","4 - RESTO DE ESPAÑA","TOTAL POBLACION",192,196,388
" 03","NERVION","5 - EXTRANJERO","ESPAÑOLES",585,504,1089
" 03","NERVION","5 - EXTRANJERO","EXTRANJEROS",72,36,108
" 03","NERVION","5 - EXTRANJERO","TOTAL POBLACION",657,540,1197
" 03","NERVION","6 - TODOS","ESPAÑOLES",517,560,1077
" 03","NERVION","6 - TODOS","EXTRANJEROS",55,62,117
" 03","NERVION","6 - TODOS","TOTAL POBLACION",572,622,1194
" 04","CERRO-AMATE","1 - AREA METROPOLITANA","ESPAÑOLES",314,333,647
" 04","CERRO-AMATE","1 - AREA METROPOLITANA","EXTRANJEROS",35,44,79
" 04","CERRO-AMATE","1 - AREA METROPOLITANA","TOTAL POBLACION",349,377,726
" 04","CERRO-AMATE","2 - RESTO DE LA PROVINCIA","ESPAÑOLES",187,193,380
" 04","CERRO-AMATE","2 - RESTO DE LA PROVINCIA","EXTRANJEROS",14,17,31
" 04","CERRO-AMATE","2 - RESTO DE LA PROVINCIA","TOTAL POBLACION",201,210,411
" 04","CERRO-AMATE","3 - RESTO DE ANDALUCIA","ESPAÑOLES",119,110,229
" 04","CERRO-AMATE","3 - RESTO DE ANDALUCIA","EXTRANJEROS",41,24,65
" 04","CERRO-AMATE","3 - RESTO DE ANDALUCIA","TOTAL POBLACION",160,134,294
