"CD","ND","DESTINO","NACION","HOMBRES","MUJERES","TOTAL"
" 01","CASCO ANTIGUO","1 - AREA METROPOLITANA","ESPAÑOLES",208,206,414
" 01","CASCO ANTIGUO","1 - AREA METROPOLITANA","EXTRANJEROS",26,33,59
" 01","CASCO ANTIGUO","1 - AREA METROPOLITANA","TOTAL POBLACION",234,239,473
" 01","CASCO ANTIGUO","2 - RESTO DE LA PROVINCIA","ESPAÑOLES",105,94,199
" 01","CASCO ANTIGUO","2 - RESTO DE LA PROVINCIA","EXTRANJEROS",10,13,23
" 01","CASCO ANTIGUO","2 - RESTO DE LA PROVINCIA","TOTAL POBLACION",115,107,222
" 01","CASCO ANTIGUO","3 - RESTO DE ANDALUCIA","ESPAÑOLES",170,174,344
" 01","CASCO ANTIGUO","3 - RESTO DE ANDALUCIA","EXTRANJEROS",32,28,60
" 01","CASCO ANTIGUO","3 - RESTO DE ANDALUCIA","NO CONSTA",1,0,1
" 01","CASCO ANTIGUO","3 - RESTO DE ANDALUCIA","TOTAL POBLACION",203,202,405
" 01","CASCO ANTIGUO","4 - RESTO DE ESPAÑA","ESPAÑOLES",185,190,375
" 01","CASCO ANTIGUO","4 - RESTO DE ESPAÑA","EXTRANJEROS",63,73,136
" 01","CASCO ANTIGUO","4 - RESTO DE ESPAÑA","TOTAL POBLACION",248,263,511
" 01","CASCO ANTIGUO","5 - EXTRANJERO","ESPAÑOLES",423,351,774
" 01","CASCO ANTIGUO","5 - EXTRANJERO","EXTRANJEROS",81,99,180
" 01","CASCO ANTIGUO","5 - EXTRANJERO","TOTAL POBLACION",504,450,954
" 01","CASCO ANTIGUO","6 - TODOS","ESPAÑOLES",715,703,1418
" 01","CASCO ANTIGUO","6 - TODOS","EXTRANJEROS",140,158,298
" 01","CASCO ANTIGUO","6 - TODOS","NO CONSTA",1,0,1
" 01","CASCO ANTIGUO","6 - TODOS","TOTAL POBLACION",856,861,1717
" 02","MACARENA","1 - AREA METROPOLITANA","ESPAÑOLES",305,270,575
" 02","MACARENA","1 - AREA METROPOLITANA","EXTRANJEROS",45,77,122
" 02","MACARENA","1 - AREA METROPOLITANA","TOTAL POBLACION",350,347,697
" 02","MACARENA","2 - RESTO DE LA PROVINCIA","ESPAÑOLES",201,206,407
" 02","MACARENA","2 - RESTO DE LA PROVINCIA","EXTRANJEROS",36,62,98
" 02","MACARENA","2 - RESTO DE LA PROVINCIA","NO CONSTA",0,1,1
" 02","MACARENA","2 - RESTO DE LA PROVINCIA","TOTAL POBLACION",237,269,506
" 02","MACARENA","3 - RESTO DE ANDALUCIA","ESPAÑOLES",142,147,289
" 02","MACARENA","3 - RESTO DE ANDALUCIA","EXTRANJEROS",36,57,93
" 02","MACARENA","3 - RESTO DE ANDALUCIA","TOTAL POBLACION",178,204,382
" 02","MACARENA","4 - RESTO DE ESPAÑA","ESPAÑOLES",144,146,290
" 02","MACARENA","4 - RESTO DE ESPAÑA","EXTRANJEROS",153,124,277
" 02","MACARENA","4 - RESTO DE ESPAÑA","NO CONSTA",0,2,2
" 02","MACARENA","4 - RESTO DE ESPAÑA","TOTAL POBLACION",297,272,569
" 02","MACARENA","5 - EXTRANJERO","ESPAÑOLES",360,459,819
" 02","MACARENA","5 - EXTRANJERO","EXTRANJEROS",54,144,198
" 02","MACARENA","5 - EXTRANJERO","TOTAL POBLACION",414,603,1017
" 02","MACARENA","6 - TODOS","ESPAÑOLES",832,820,1652
" 02","MACARENA","6 - TODOS","EXTRANJEROS",276,336,612
" 02","MACARENA","6 - TODOS","NO CONSTA",0,3,3
" 02","MACARENA","6 - TODOS","TOTAL POBLACION",1108,1159,2267
" 03","NERVION","1 - AREA METROPOLITANA","ESPAÑOLES",164,153,317
" 03","NERVION","1 - AREA METROPOLITANA","EXTRANJEROS",7,17,24
" 03","NERVION","1 - AREA METROPOLITANA","NO CONSTA",0,1,1
" 03","NERVION","1 - AREA METROPOLITANA","TOTAL POBLACION",171,171,342
" 03","NERVION","2 - RESTO DE LA PROVINCIA","ESPAÑOLES",66,69,135
" 03","NERVION","2 - RESTO DE LA PROVINCIA","EXTRANJEROS",5,5,10
" 03","NERVION","2 - RESTO DE LA PROVINCIA","TOTAL POBLACION",71,74,145
" 03","NERVION","3 - RESTO DE ANDALUCIA","ESPAÑOLES",85,114,199
" 03","NERVION","3 - RESTO DE ANDALUCIA","EXTRANJEROS",12,12,24
" 03","NERVION","3 - RESTO DE ANDALUCIA","TOTAL POBLACION",97,126,223
" 03","NERVION","4 - RESTO DE ESPAÑA","ESPAÑOLES",129,113,242
" 03","NERVION","4 - RESTO DE ESPAÑA","EXTRANJEROS",32,31,63
" 03","NERVION","4 - RESTO DE ESPAÑA","TOTAL POBLACION",161,144,305
" 03","NERVION","5 - EXTRANJERO","ESPAÑOLES",342,423,765
" 03","NERVION","5 - EXTRANJERO","EXTRANJEROS",36,27,63
" 03","NERVION","5 - EXTRANJERO","TOTAL POBLACION",378,450,828
" 03","NERVION","6 - TODOS","ESPAÑOLES",482,496,978
" 03","NERVION","6 - TODOS","EXTRANJEROS",60,68,128
" 03","NERVION","6 - TODOS","NO CONSTA",0,1,1
" 03","NERVION","6 - TODOS","TOTAL POBLACION",542,565,1107
" 04","CERRO-AMATE","1 - AREA METROPOLITANA","ESPAÑOLES",355,374,729
" 04","CERRO-AMATE","1 - AREA METROPOLITANA","EXTRANJEROS",44,51,95
" 04","CERRO-AMATE","1 - AREA METROPOLITANA","TOTAL POBLACION",399,425,824
" 04","CERRO-AMATE","2 - RESTO DE LA PROVINCIA","ESPAÑOLES",222,214,436
" 04","CERRO-AMATE","2 - RESTO DE LA PROVINCIA","EXTRANJEROS",43,52,95
" 04","CERRO-AMATE","2 - RESTO DE LA PROVINCIA","TOTAL POBLACION",265,266,531
" 04","CERRO-AMATE","3 - RESTO DE ANDALUCIA","ESPAÑOLES",118,140,258
" 04","CERRO-AMATE","3 - RESTO DE ANDALUCIA","EXTRANJEROS",73,65,138
" 04","CERRO-AMATE","3 - RESTO DE ANDALUCIA","TOTAL POBLACION",191,205,396
" 04","CERRO-AMATE","4 - RESTO DE ESPAÑA","ESPAÑOLES",141,135,276
" 04","CERRO-AMATE","4 - RESTO DE ESPAÑA","EXTRANJEROS",143,111,254
" 04","CERRO-AMATE","4 - RESTO DE ESPAÑA","TOTAL POBLACION",284,246,530
" 04","CERRO-AMATE","5 - EXTRANJERO","ESPAÑOLES",198,297,495
" 04","CERRO-AMATE","5 - EXTRANJERO","EXTRANJEROS",27,63,90
" 04","CERRO-AMATE","5 - EXTRANJERO","TOTAL POBLACION",225,360,585
" 04","CERRO-AMATE","6 - TODOS","ESPAÑOLES",858,896,1754
" 04","CERRO-AMATE","6 - TODOS","EXTRANJEROS",306,286,592
" 04","CERRO-AMATE","6 - TODOS","TOTAL POBLACION",1164,1182,2346
" 05","SUR","1 - AREA METROPOLITANA","ESPAÑOLES",286,320,606
" 05","SUR","1 - AREA METROPOLITANA","EXTRANJEROS",24,37,61
" 05","SUR","1 - AREA METROPOLITANA","TOTAL POBLACION",310,357,667
" 05","SUR","2 - RESTO DE LA PROVINCIA","ESPAÑOLES",125,151,276
" 05","SUR","2 - RESTO DE LA PROVINCIA","EXTRANJEROS",16,17,33
" 05","SUR","2 - RESTO DE LA PROVINCIA","TOTAL POBLACION",141,168,309
