"CD","ND","DESTINO","NACION","HOMBRES","MUJERES","TOTAL"
" 01","CASCO ANTIGUO","1 - AREA METROPOLITANA","ESPAÑOLES",227,216,443
" 01","CASCO ANTIGUO","1 - AREA METROPOLITANA","EXTRANJEROS",20,38,58
" 01","CASCO ANTIGUO","1 - AREA METROPOLITANA","NO CONSTA",0,1,1
" 01","CASCO ANTIGUO","1 - AREA METROPOLITANA","TOTAL POBLACION",247,255,502
" 01","CASCO ANTIGUO","2 - RESTO DE LA PROVINCIA","ESPAÑOLES",131,117,248
" 01","CASCO ANTIGUO","2 - RESTO DE LA PROVINCIA","EXTRANJEROS",12,8,20
" 01","CASCO ANTIGUO","2 - RESTO DE LA PROVINCIA","TOTAL POBLACION",143,125,268
" 01","CASCO ANTIGUO","3 - RESTO DE ANDALUCIA","ESPAÑOLES",202,197,399
" 01","CASCO ANTIGUO","3 - RESTO DE ANDALUCIA","EXTRANJEROS",20,29,49
" 01","CASCO ANTIGUO","3 - RESTO DE ANDALUCIA","NO CONSTA",1,0,1
" 01","CASCO ANTIGUO","3 - RESTO DE ANDALUCIA","TOTAL POBLACION",223,226,449
" 01","CASCO ANTIGUO","4 - RESTO DE ESPAÑA","ESPAÑOLES",142,168,310
" 01","CASCO ANTIGUO","4 - RESTO DE ESPAÑA","EXTRANJEROS",42,52,94
" 01","CASCO ANTIGUO","4 - RESTO DE ESPAÑA","TOTAL POBLACION",184,220,404
" 01","CASCO ANTIGUO","5 - EXTRANJERO","ESPAÑOLES",306,306,612
" 01","CASCO ANTIGUO","5 - EXTRANJERO","EXTRANJEROS",72,108,180
" 01","CASCO ANTIGUO","5 - EXTRANJERO","TOTAL POBLACION",378,414,792
" 01","CASCO ANTIGUO","6 - TODOS","ESPAÑOLES",736,732,1468
" 01","CASCO ANTIGUO","6 - TODOS","EXTRANJEROS",102,139,241
" 01","CASCO ANTIGUO","6 - TODOS","NO CONSTA",1,1,2
