"CD","ND","DESTINO","NACION","HOMBRES","MUJERES","TOTAL"
" 01","CASCO ANTIGUO","1 - AREA METROPOLITANA","ESPAÑOLES",197,205,402
" 01","CASCO ANTIGUO","1 - AREA METROPOLITANA","EXTRANJEROS",18,23,41
" 01","CASCO ANTIGUO","1 - AREA METROPOLITANA","TOTAL POBLACION",215,228,443
" 01","CASCO ANTIGUO","2 - RESTO DE LA PROVINCIA","ESPAÑOLES",83,96,179
" 01","CASCO ANTIGUO","2 - RESTO DE LA PROVINCIA","EXTRANJEROS",9,10,19
" 01","CASCO ANTIGUO","2 - RESTO DE LA PROVINCIA","TOTAL POBLACION",92,106,198
" 01","CASCO ANTIGUO","3 - RESTO DE ANDALUCIA","ESPAÑOLES",143,158,301
" 01","CASCO ANTIGUO","3 - RESTO DE ANDALUCIA","EXTRANJEROS",16,27,43
" 01","CASCO ANTIGUO","3 - RESTO DE ANDALUCIA","TOTAL POBLACION",159,185,344
" 01","CASCO ANTIGUO","4 - RESTO DE ESPAÑA","ESPAÑOLES",192,201,393
" 01","CASCO ANTIGUO","4 - RESTO DE ESPAÑA","EXTRANJEROS",47,48,95
" 01","CASCO ANTIGUO","4 - RESTO DE ESPAÑA","TOTAL POBLACION",239,249,488
" 01","CASCO ANTIGUO","5 - EXTRANJERO","ESPAÑOLES",630,684,1314
" 01","CASCO ANTIGUO","5 - EXTRANJERO","EXTRANJEROS",171,153,324
" 01","CASCO ANTIGUO","5 - EXTRANJERO","TOTAL POBLACION",801,837,1638
" 01","CASCO ANTIGUO","6 - TODOS","ESPAÑOLES",685,736,1421
" 01","CASCO ANTIGUO","6 - TODOS","EXTRANJEROS",109,125,234
" 01","CASCO ANTIGUO","6 - TODOS","TOTAL POBLACION",794,861,1655
" 02","MACARENA","1 - AREA METROPOLITANA","ESPAÑOLES",244,236,480
" 02","MACARENA","1 - AREA METROPOLITANA","EXTRANJEROS",36,55,91
" 02","MACARENA","1 - AREA METROPOLITANA","NO CONSTA",1,0,1
" 02","MACARENA","1 - AREA METROPOLITANA","TOTAL POBLACION",281,291,572
" 02","MACARENA","2 - RESTO DE LA PROVINCIA","ESPAÑOLES",151,179,330
" 02","MACARENA","2 - RESTO DE LA PROVINCIA","EXTRANJEROS",11,23,34
" 02","MACARENA","2 - RESTO DE LA PROVINCIA","TOTAL POBLACION",162,202,364
" 02","MACARENA","3 - RESTO DE ANDALUCIA","ESPAÑOLES",103,117,220
" 02","MACARENA","3 - RESTO DE ANDALUCIA","EXTRANJEROS",30,30,60
