"CD","ND","GRUPO","HOMBRES","MUJERES","TOTAL"
" 02","MACARENA"," 20",374,377,751
" 02","MACARENA"," 21",372,377,749
" 02","MACARENA"," 22",389,344,733
" 02","MACARENA"," 23",370,407,777
" 02","MACARENA"," 24",403,386,789
" 02","MACARENA"," 25",426,397,823
" 02","MACARENA"," 26",394,430,824
" 02","MACARENA"," 27",429,421,850
" 02","MACARENA"," 28",443,493,936
" 02","MACARENA"," 29",505,484,989
" 02","MACARENA"," 30",532,552,1084
" 02","MACARENA"," 31",544,547,1091
" 02","MACARENA"," 32",542,596,1138
" 02","MACARENA"," 33",555,578,1133
" 02","MACARENA"," 34",649,619,1268
" 02","MACARENA"," 35",605,591,1196
" 02","MACARENA"," 36",632,619,1251
" 02","MACARENA"," 37",624,644,1268
" 02","MACARENA"," 38",656,650,1306
" 02","MACARENA"," 39",619,631,1250
" 02","MACARENA"," 40",628,627,1255
" 02","MACARENA"," 41",652,547,1199
" 02","MACARENA"," 42",597,604,1201
" 02","MACARENA"," 43",584,556,1140
" 02","MACARENA"," 44",523,541,1064
" 02","MACARENA"," 45",556,564,1120
" 02","MACARENA"," 46",550,611,1161
" 02","MACARENA"," 47",506,518,1024
" 02","MACARENA"," 48",558,548,1106
" 02","MACARENA"," 49",536,522,1058
" 02","MACARENA"," 50",535,624,1159
" 02","MACARENA"," 51",501,562,1063
" 02","MACARENA"," 52",474,555,1029
" 02","MACARENA"," 53",446,550,996
" 02","MACARENA"," 54",503,509,1012
" 02","MACARENA"," 55",477,468,945
" 02","MACARENA"," 56",455,504,959
" 02","MACARENA"," 57",440,513,953
" 02","MACARENA"," 58",387,470,857
" 02","MACARENA"," 59",410,474,884
" 02","MACARENA"," 60",343,444,787
" 02","MACARENA"," 61",339,483,822
" 02","MACARENA"," 62",356,464,820
" 02","MACARENA"," 63",362,445,807
" 02","MACARENA"," 64",332,441,773
" 02","MACARENA"," 65",375,532,907
" 02","MACARENA"," 66",390,595,985
" 02","MACARENA"," 67",396,549,945
" 02","MACARENA"," 68",357,561,918
" 02","MACARENA"," 69",434,603,1037
" 02","MACARENA"," 70",415,577,992
" 02","MACARENA"," 71",448,564,1012
" 02","MACARENA"," 72",344,459,803
" 02","MACARENA"," 73",335,393,728
" 02","MACARENA"," 74",364,493,857
" 02","MACARENA"," 75",313,397,710
" 02","MACARENA"," 76",251,415,666
" 02","MACARENA"," 77",262,342,604
" 02","MACARENA"," 78",232,467,699
" 02","MACARENA"," 79",261,431,692
" 02","MACARENA"," 80",233,373,606
" 02","MACARENA"," 81",212,377,589
" 02","MACARENA"," 82",188,370,558
" 02","MACARENA"," 83",161,341,502
" 02","MACARENA"," 84",158,312,470
" 02","MACARENA"," 85",144,298,442
" 02","MACARENA"," 86",81,274,355
" 02","MACARENA"," 87",73,186,259
" 02","MACARENA"," 88",73,173,246
" 02","MACARENA"," 89",58,121,179
" 02","MACARENA","90 y más años",183,577,760
" 02","MACARENA","TOTAL POBLACION",35261,40166,75427
" 03","NERVION"," 00",243,205,448
" 03","NERVION"," 01",223,213,436
" 03","NERVION"," 02",236,229,465
" 03","NERVION"," 03",238,264,502
" 03","NERVION"," 04",232,211,443
" 03","NERVION"," 05",244,246,490
" 03","NERVION"," 06",240,212,452
" 03","NERVION"," 07",258,206,464
" 03","NERVION"," 08",250,254,504
" 03","NERVION"," 09",254,241,495
" 03","NERVION"," 10",263,235,498
" 03","NERVION"," 11",267,226,493
" 03","NERVION"," 12",238,212,450
" 03","NERVION"," 13",227,257,484
" 03","NERVION"," 14",243,213,456
" 03","NERVION"," 15",236,206,442
" 03","NERVION"," 16",204,238,442
" 03","NERVION"," 17",224,272,496
" 03","NERVION"," 18",264,225,489
" 03","NERVION"," 19",235,228,463
" 03","NERVION"," 20",238,256,494
" 03","NERVION"," 21",215,253,468
" 03","NERVION"," 22",260,244,504
" 03","NERVION"," 23",253,251,504
" 03","NERVION"," 24",237,224,461
" 03","NERVION"," 25",274,250,524
" 03","NERVION"," 26",275,282,557
" 03","NERVION"," 27",283,248,531
" 03","NERVION"," 28",254,287,541
" 03","NERVION"," 29",289,273,562
" 03","NERVION"," 30",281,297,578
" 03","NERVION"," 31",295,330,625
" 03","NERVION"," 32",305,381,686
" 03","NERVION"," 33",347,341,688
" 03","NERVION"," 34",332,361,693
" 03","NERVION"," 35",360,345,705
" 03","NERVION"," 36",407,382,789
" 03","NERVION"," 37",345,376,721
" 03","NERVION"," 38",374,439,813
" 03","NERVION"," 39",386,377,763
" 03","NERVION"," 40",350,403,753
" 03","NERVION"," 41",353,395,748
" 03","NERVION"," 42",359,383,742
" 03","NERVION"," 43",344,368,712
" 03","NERVION"," 44",342,370,712
" 03","NERVION"," 45",326,398,724
" 03","NERVION"," 46",339,397,736
" 03","NERVION"," 47",337,418,755
" 03","NERVION"," 48",387,408,795
" 03","NERVION"," 49",342,431,773
" 03","NERVION"," 50",338,404,742
" 03","NERVION"," 51",356,395,751
" 03","NERVION"," 52",347,380,727
" 03","NERVION"," 53",313,383,696
" 03","NERVION"," 54",302,385,687
" 03","NERVION"," 55",299,394,693
" 03","NERVION"," 56",282,366,648
" 03","NERVION"," 57",276,393,669
" 03","NERVION"," 58",286,350,636
" 03","NERVION"," 59",260,400,660
" 03","NERVION"," 60",284,320,604
" 03","NERVION"," 61",303,380,683
" 03","NERVION"," 62",271,385,656
" 03","NERVION"," 63",300,341,641
" 03","NERVION"," 64",264,378,642
" 03","NERVION"," 65",290,425,715
" 03","NERVION"," 66",331,413,744
" 03","NERVION"," 67",283,381,664
" 03","NERVION"," 68",290,353,643
" 03","NERVION"," 69",290,365,655
" 03","NERVION"," 70",300,389,689
" 03","NERVION"," 71",265,377,642
" 03","NERVION"," 72",251,327,578
" 03","NERVION"," 73",229,282,511
" 03","NERVION"," 74",217,278,495
" 03","NERVION"," 75",176,241,417
" 03","NERVION"," 76",150,252,402
" 03","NERVION"," 77",176,247,423
" 03","NERVION"," 78",158,296,454
" 03","NERVION"," 79",163,271,434
" 03","NERVION"," 80",152,236,388
" 03","NERVION"," 81",130,241,371
" 03","NERVION"," 82",140,241,381
" 03","NERVION"," 83",112,211,323
" 03","NERVION"," 84",104,210,314
" 03","NERVION"," 85",87,199,286
" 03","NERVION"," 86",83,188,271
" 03","NERVION"," 87",59,149,208
" 03","NERVION"," 88",51,110,161
" 03","NERVION"," 89",35,126,161
" 03","NERVION","90 y más años",124,460,584
" 03","NERVION","TOTAL POBLACION",23435,27683,51118
" 04","CERRO-AMATE"," 00",450,420,870
" 04","CERRO-AMATE"," 01",466,449,915
" 04","CERRO-AMATE"," 02",474,429,903
" 04","CERRO-AMATE"," 03",491,448,939
" 04","CERRO-AMATE"," 04",516,518,1034
" 04","CERRO-AMATE"," 05",523,534,1057
" 04","CERRO-AMATE"," 06",618,580,1198
" 04","CERRO-AMATE"," 07",585,547,1132
" 04","CERRO-AMATE"," 08",501,520,1021
" 04","CERRO-AMATE"," 09",493,487,980
" 04","CERRO-AMATE"," 10",463,385,848
" 04","CERRO-AMATE"," 11",375,390,765
" 04","CERRO-AMATE"," 12",395,376,771
" 04","CERRO-AMATE"," 13",423,412,835
" 04","CERRO-AMATE"," 14",395,379,774
" 04","CERRO-AMATE"," 15",407,376,783
" 04","CERRO-AMATE"," 16",392,349,741
" 04","CERRO-AMATE"," 17",415,368,783
" 04","CERRO-AMATE"," 18",398,421,819
" 04","CERRO-AMATE"," 19",457,422,879
" 04","CERRO-AMATE"," 20",500,462,962
" 04","CERRO-AMATE"," 21",541,499,1040
" 04","CERRO-AMATE"," 22",545,512,1057
" 04","CERRO-AMATE"," 23",565,513,1078
" 04","CERRO-AMATE"," 24",544,533,1077
" 04","CERRO-AMATE"," 25",569,516,1085
" 04","CERRO-AMATE"," 26",622,577,1199
" 04","CERRO-AMATE"," 27",571,585,1156
" 04","CERRO-AMATE"," 28",611,574,1185
" 04","CERRO-AMATE"," 29",591,566,1157
" 04","CERRO-AMATE"," 30",587,567,1154
" 04","CERRO-AMATE"," 31",623,621,1244
" 04","CERRO-AMATE"," 32",700,677,1377
" 04","CERRO-AMATE"," 33",679,716,1395
" 04","CERRO-AMATE"," 34",810,711,1521
" 04","CERRO-AMATE"," 35",799,728,1527
" 04","CERRO-AMATE"," 36",853,839,1692
" 04","CERRO-AMATE"," 37",871,829,1700
" 04","CERRO-AMATE"," 38",888,825,1713
" 04","CERRO-AMATE"," 39",838,733,1571
" 04","CERRO-AMATE"," 40",767,748,1515
" 04","CERRO-AMATE"," 41",760,701,1461
" 04","CERRO-AMATE"," 42",733,656,1389
" 04","CERRO-AMATE"," 43",710,644,1354
" 04","CERRO-AMATE"," 44",625,632,1257
" 04","CERRO-AMATE"," 45",671,644,1315
" 04","CERRO-AMATE"," 46",603,642,1245
" 04","CERRO-AMATE"," 47",580,594,1174
" 04","CERRO-AMATE"," 48",631,719,1350
" 04","CERRO-AMATE"," 49",634,651,1285
" 04","CERRO-AMATE"," 50",630,673,1303
" 04","CERRO-AMATE"," 51",639,680,1319
" 04","CERRO-AMATE"," 52",589,609,1198
" 04","CERRO-AMATE"," 53",584,604,1188
" 04","CERRO-AMATE"," 54",580,593,1173
" 04","CERRO-AMATE"," 55",538,587,1125
" 04","CERRO-AMATE"," 56",548,626,1174
" 04","CERRO-AMATE"," 57",585,635,1220
" 04","CERRO-AMATE"," 58",468,560,1028
" 04","CERRO-AMATE"," 59",509,543,1052
" 04","CERRO-AMATE"," 60",480,513,993
" 04","CERRO-AMATE"," 61",471,507,978
" 04","CERRO-AMATE"," 62",450,488,938
" 04","CERRO-AMATE"," 63",431,511,942
" 04","CERRO-AMATE"," 64",359,436,795
" 04","CERRO-AMATE"," 65",441,496,937
" 04","CERRO-AMATE"," 66",455,519,974
" 04","CERRO-AMATE"," 67",396,481,877
" 04","CERRO-AMATE"," 68",326,415,741
" 04","CERRO-AMATE"," 69",401,505,906
" 04","CERRO-AMATE"," 70",367,448,815
" 04","CERRO-AMATE"," 71",382,461,843
" 04","CERRO-AMATE"," 72",250,378,628
" 04","CERRO-AMATE"," 73",271,321,592
" 04","CERRO-AMATE"," 74",288,405,693
" 04","CERRO-AMATE"," 75",264,305,569
" 04","CERRO-AMATE"," 76",247,312,559
" 04","CERRO-AMATE"," 77",224,326,550
" 04","CERRO-AMATE"," 78",259,392,651
" 04","CERRO-AMATE"," 79",202,389,591
" 04","CERRO-AMATE"," 80",196,314,510
" 04","CERRO-AMATE"," 81",208,355,563
" 04","CERRO-AMATE"," 82",190,341,531
" 04","CERRO-AMATE"," 83",140,270,410
" 04","CERRO-AMATE"," 84",132,283,415
" 04","CERRO-AMATE"," 85",122,252,374
" 04","CERRO-AMATE"," 86",87,232,319
" 04","CERRO-AMATE"," 87",92,154,246
" 04","CERRO-AMATE"," 88",70,124,194
" 04","CERRO-AMATE"," 89",43,116,159
" 04","CERRO-AMATE","90 y más años",201,489,690
" 04","CERRO-AMATE","TOTAL POBLACION",43373,45672,89045
" 05","SUR"," 00",314,327,641
" 05","SUR"," 01",349,345,694
" 05","SUR"," 02",377,346,723
" 05","SUR"," 03",360,345,705
" 05","SUR"," 04",381,367,748
" 05","SUR"," 05",458,375,833
" 05","SUR"," 06",442,385,827
" 05","SUR"," 07",400,385,785
" 05","SUR"," 08",426,375,801
" 05","SUR"," 09",392,408,800
" 05","SUR"," 10",394,382,776
" 05","SUR"," 11",400,430,830
" 05","SUR"," 12",389,408,797
" 05","SUR"," 13",397,362,759
" 05","SUR"," 14",430,402,832
" 05","SUR"," 15",363,365,728
" 05","SUR"," 16",409,390,799
" 05","SUR"," 17",392,390,782
" 05","SUR"," 18",401,368,769
" 05","SUR"," 19",355,398,753
" 05","SUR"," 20",383,382,765
" 05","SUR"," 21",395,428,823
" 05","SUR"," 22",418,402,820
" 05","SUR"," 23",472,408,880
" 05","SUR"," 24",448,432,880
" 05","SUR"," 25",428,433,861
" 05","SUR"," 26",434,413,847
" 05","SUR"," 27",457,459,916
" 05","SUR"," 28",437,436,873
" 05","SUR"," 29",492,471,963
" 05","SUR"," 30",461,483,944
" 05","SUR"," 31",498,458,956
" 05","SUR"," 32",529,460,989
" 05","SUR"," 33",490,507,997
" 05","SUR"," 34",532,494,1026
" 05","SUR"," 35",510,511,1021
" 05","SUR"," 36",535,569,1104
" 05","SUR"," 37",556,555,1111
" 05","SUR"," 38",537,498,1035
" 05","SUR"," 39",497,537,1034
" 05","SUR"," 40",553,532,1085
" 05","SUR"," 41",502,526,1028
" 05","SUR"," 42",537,496,1033
" 05","SUR"," 43",430,522,952
" 05","SUR"," 44",501,539,1040
" 05","SUR"," 45",505,517,1022
" 05","SUR"," 46",492,593,1085
" 05","SUR"," 47",512,567,1079
" 05","SUR"," 48",562,561,1123
" 05","SUR"," 49",516,566,1082
" 05","SUR"," 50",492,567,1059
" 05","SUR"," 51",539,572,1111
" 05","SUR"," 52",480,550,1030
" 05","SUR"," 53",469,481,950
" 05","SUR"," 54",448,522,970
" 05","SUR"," 55",412,509,921
" 05","SUR"," 56",435,485,920
" 05","SUR"," 57",411,474,885
" 05","SUR"," 58",378,476,854
" 05","SUR"," 59",358,461,819
" 05","SUR"," 60",342,431,773
" 05","SUR"," 61",365,436,801
" 05","SUR"," 62",352,421,773
" 05","SUR"," 63",332,403,735
" 05","SUR"," 64",314,375,689
" 05","SUR"," 65",362,435,797
" 05","SUR"," 66",341,424,765
" 05","SUR"," 67",336,441,777
" 05","SUR"," 68",289,373,662
" 05","SUR"," 69",337,431,768
" 05","SUR"," 70",342,466,808
" 05","SUR"," 71",334,458,792
" 05","SUR"," 72",256,372,628
" 05","SUR"," 73",268,317,585
" 05","SUR"," 74",309,401,710
" 05","SUR"," 75",259,312,571
" 05","SUR"," 76",242,350,592
" 05","SUR"," 77",221,312,533
" 05","SUR"," 78",222,370,592
" 05","SUR"," 79",206,340,546
" 05","SUR"," 80",187,312,499
" 05","SUR"," 81",206,299,505
" 05","SUR"," 82",146,311,457
" 05","SUR"," 83",113,263,376
" 05","SUR"," 84",110,254,364
" 05","SUR"," 85",98,233,331
" 05","SUR"," 86",87,182,269
" 05","SUR"," 87",84,156,240
" 05","SUR"," 88",53,128,181
" 05","SUR"," 89",45,118,163
" 05","SUR","90 y más años",166,405,571
" 05","SUR","TOTAL POBLACION",34194,37934,72128
" 06","TRIANA"," 00",173,179,352
" 06","TRIANA"," 01",207,169,376
" 06","TRIANA"," 02",193,200,393
" 06","TRIANA"," 03",200,202,402
" 06","TRIANA"," 04",216,215,431
" 06","TRIANA"," 05",222,252,474
" 06","TRIANA"," 06",214,231,445
" 06","TRIANA"," 07",233,208,441
" 06","TRIANA"," 08",211,201,412
" 06","TRIANA"," 09",229,242,471
" 06","TRIANA"," 10",211,206,417
" 06","TRIANA"," 11",208,214,422
" 06","TRIANA"," 12",230,207,437
" 06","TRIANA"," 13",186,190,376
" 06","TRIANA"," 14",221,192,413
" 06","TRIANA"," 15",215,182,397
" 06","TRIANA"," 16",180,187,367
" 06","TRIANA"," 17",205,200,405
" 06","TRIANA"," 18",206,191,397
" 06","TRIANA"," 19",204,207,411
" 06","TRIANA"," 20",186,217,403
" 06","TRIANA"," 21",214,205,419
" 06","TRIANA"," 22",248,210,458
" 06","TRIANA"," 23",255,237,492
" 06","TRIANA"," 24",221,244,465
" 06","TRIANA"," 25",199,243,442
" 06","TRIANA"," 26",248,261,509
" 06","TRIANA"," 27",257,259,516
" 06","TRIANA"," 28",240,281,521
" 06","TRIANA"," 29",239,305,544
" 06","TRIANA"," 30",287,308,595
" 06","TRIANA"," 31",313,318,631
" 06","TRIANA"," 32",303,331,634
" 06","TRIANA"," 33",326,348,674
" 06","TRIANA"," 34",352,342,694
" 06","TRIANA"," 35",380,329,709
" 06","TRIANA"," 36",360,391,751
" 06","TRIANA"," 37",400,420,820
" 06","TRIANA"," 38",345,405,750
" 06","TRIANA"," 39",367,367,734
" 06","TRIANA"," 40",375,441,816
" 06","TRIANA"," 41",362,435,797
" 06","TRIANA"," 42",378,376,754
" 06","TRIANA"," 43",347,377,724
" 06","TRIANA"," 44",354,378,732
" 06","TRIANA"," 45",353,417,770
" 06","TRIANA"," 46",351,363,714
" 06","TRIANA"," 47",385,396,781
" 06","TRIANA"," 48",332,427,759
" 06","TRIANA"," 49",351,408,759
" 06","TRIANA"," 50",368,437,805
" 06","TRIANA"," 51",323,409,732
" 06","TRIANA"," 52",318,346,664
" 06","TRIANA"," 53",325,396,721
" 06","TRIANA"," 54",318,383,701
" 06","TRIANA"," 55",302,385,687
" 06","TRIANA"," 56",288,349,637
" 06","TRIANA"," 57",301,369,670
" 06","TRIANA"," 58",253,302,555
" 06","TRIANA"," 59",264,321,585
" 06","TRIANA"," 60",226,288,514
" 06","TRIANA"," 61",218,319,537
" 06","TRIANA"," 62",247,362,609
" 06","TRIANA"," 63",239,346,585
" 06","TRIANA"," 64",213,363,576
" 06","TRIANA"," 65",243,322,565
" 06","TRIANA"," 66",296,361,657
" 06","TRIANA"," 67",287,368,655
" 06","TRIANA"," 68",253,349,602
" 06","TRIANA"," 69",287,392,679
" 06","TRIANA"," 70",267,400,667
" 06","TRIANA"," 71",277,408,685
" 06","TRIANA"," 72",230,332,562
" 06","TRIANA"," 73",208,268,476
" 06","TRIANA"," 74",247,332,579
" 06","TRIANA"," 75",176,266,442
" 06","TRIANA"," 76",170,281,451
" 06","TRIANA"," 77",158,224,382
" 06","TRIANA"," 78",183,276,459
" 06","TRIANA"," 79",178,286,464
" 06","TRIANA"," 80",140,245,385
" 06","TRIANA"," 81",117,283,400
" 06","TRIANA"," 82",124,279,403
" 06","TRIANA"," 83",128,240,368
" 06","TRIANA"," 84",104,212,316
" 06","TRIANA"," 85",99,218,317
" 06","TRIANA"," 86",73,191,264
" 06","TRIANA"," 87",68,169,237
" 06","TRIANA"," 88",40,160,200
" 06","TRIANA"," 89",32,120,152
" 06","TRIANA","90 y más años",167,465,632
" 06","TRIANA","TOTAL POBLACION",22247,26936,49183
" 07","NORTE"," 00",359,349,708
" 07","NORTE"," 01",373,326,699
" 07","NORTE"," 02",370,338,708
" 07","NORTE"," 03",347,367,714
" 07","NORTE"," 04",400,373,773
" 07","NORTE"," 05",438,382,820
" 07","NORTE"," 06",421,440,861
" 07","NORTE"," 07",394,382,776
" 07","NORTE"," 08",390,372,762
" 07","NORTE"," 09",404,368,772
" 07","NORTE"," 10",398,360,758
" 07","NORTE"," 11",429,394,823
" 07","NORTE"," 12",357,368,725
" 07","NORTE"," 13",389,356,745
" 07","NORTE"," 14",427,384,811
" 07","NORTE"," 15",388,367,755
" 07","NORTE"," 16",376,368,744
" 07","NORTE"," 17",388,360,748
" 07","NORTE"," 18",402,360,762
" 07","NORTE"," 19",412,385,797
" 07","NORTE"," 20",432,389,821
" 07","NORTE"," 21",458,402,860
" 07","NORTE"," 22",496,412,908
" 07","NORTE"," 23",509,414,923
" 07","NORTE"," 24",446,444,890
" 07","NORTE"," 25",464,471,935
" 07","NORTE"," 26",496,436,932
" 07","NORTE"," 27",493,504,997
" 07","NORTE"," 28",478,519,997
" 07","NORTE"," 29",573,554,1127
" 07","NORTE"," 30",574,549,1123
" 07","NORTE"," 31",632,548,1180
" 07","NORTE"," 32",616,581,1197
" 07","NORTE"," 33",576,603,1179
" 07","NORTE"," 34",590,605,1195
" 07","NORTE"," 35",652,592,1244
" 07","NORTE"," 36",671,641,1312
" 07","NORTE"," 37",650,646,1296
" 07","NORTE"," 38",660,613,1273
" 07","NORTE"," 39",622,617,1239
" 07","NORTE"," 40",589,517,1106
" 07","NORTE"," 41",561,599,1160
" 07","NORTE"," 42",561,633,1194
" 07","NORTE"," 43",518,589,1107
" 07","NORTE"," 44",615,635,1250
" 07","NORTE"," 45",592,664,1256
" 07","NORTE"," 46",606,604,1210
" 07","NORTE"," 47",608,648,1256
" 07","NORTE"," 48",633,654,1287
" 07","NORTE"," 49",575,696,1271
" 07","NORTE"," 50",615,645,1260
" 07","NORTE"," 51",562,666,1228
" 07","NORTE"," 52",513,593,1106
" 07","NORTE"," 53",517,618,1135
" 07","NORTE"," 54",548,671,1219
" 07","NORTE"," 55",546,632,1178
" 07","NORTE"," 56",574,679,1253
" 07","NORTE"," 57",622,679,1301
" 07","NORTE"," 58",533,601,1134
" 07","NORTE"," 59",486,544,1030
" 07","NORTE"," 60",479,479,958
" 07","NORTE"," 61",434,440,874
" 07","NORTE"," 62",444,404,848
" 07","NORTE"," 63",383,371,754
" 07","NORTE"," 64",324,341,665
" 07","NORTE"," 65",370,389,759
" 07","NORTE"," 66",308,351,659
" 07","NORTE"," 67",307,349,656
" 07","NORTE"," 68",241,268,509
" 07","NORTE"," 69",278,315,593
" 07","NORTE"," 70",255,303,558
" 07","NORTE"," 71",237,318,555
" 07","NORTE"," 72",176,197,373
" 07","NORTE"," 73",159,169,328
" 07","NORTE"," 74",196,248,444
" 07","NORTE"," 75",158,208,366
" 07","NORTE"," 76",112,181,293
" 07","NORTE"," 77",122,176,298
" 07","NORTE"," 78",121,229,350
" 07","NORTE"," 79",119,176,295
" 07","NORTE"," 80",105,175,280
" 07","NORTE"," 81",105,184,289
" 07","NORTE"," 82",92,171,263
" 07","NORTE"," 83",90,162,252
" 07","NORTE"," 84",69,152,221
" 07","NORTE"," 85",53,137,190
" 07","NORTE"," 86",50,101,151
" 07","NORTE"," 87",38,74,112
" 07","NORTE"," 88",29,61,90
" 07","NORTE"," 89",26,65,91
" 07","NORTE","90 y más años",90,264,354
" 07","NORTE","TOTAL POBLACION",36294,37964,74258
" 08","S. PABLO-STA. JUSTA"," 00",238,215,453
" 08","S. PABLO-STA. JUSTA"," 01",258,213,471
" 08","S. PABLO-STA. JUSTA"," 02",287,251,538
" 08","S. PABLO-STA. JUSTA"," 03",267,237,504
" 08","S. PABLO-STA. JUSTA"," 04",270,261,531
" 08","S. PABLO-STA. JUSTA"," 05",294,287,581
" 08","S. PABLO-STA. JUSTA"," 06",285,275,560
" 08","S. PABLO-STA. JUSTA"," 07",295,258,553
