"CD","ND","GRUPO","HOMBRES","MUJERES","TOTAL"
" 00","01 TOTAL DISTRITOS","TOTAL POBLACION",328030,363185,691215
" 01","CASCO ANTIGUO"," 00",198,157,355
" 01","CASCO ANTIGUO"," 01",148,163,311
" 01","CASCO ANTIGUO"," 02",162,162,324
" 01","CASCO ANTIGUO"," 03",175,205,380
" 01","CASCO ANTIGUO"," 04",185,184,369
" 01","CASCO ANTIGUO"," 05",225,227,452
" 01","CASCO ANTIGUO"," 06",221,200,421
" 01","CASCO ANTIGUO"," 07",213,202,415
" 01","CASCO ANTIGUO"," 08",232,218,450
" 01","CASCO ANTIGUO"," 09",258,230,488
" 01","CASCO ANTIGUO"," 10",264,246,510
" 01","CASCO ANTIGUO"," 11",249,241,490
" 01","CASCO ANTIGUO"," 12",238,237,475
" 01","CASCO ANTIGUO"," 13",270,259,529
" 01","CASCO ANTIGUO"," 14",267,261,528
" 01","CASCO ANTIGUO"," 15",279,248,527
" 01","CASCO ANTIGUO"," 16",244,285,529
" 01","CASCO ANTIGUO"," 17",255,250,505
" 01","CASCO ANTIGUO"," 18",256,252,508
" 01","CASCO ANTIGUO"," 19",244,259,503
" 01","CASCO ANTIGUO"," 20",254,298,552
" 01","CASCO ANTIGUO"," 21",274,304,578
" 01","CASCO ANTIGUO"," 22",257,275,532
" 01","CASCO ANTIGUO"," 23",251,264,515
" 01","CASCO ANTIGUO"," 24",222,266,488
" 01","CASCO ANTIGUO"," 25",285,290,575
" 01","CASCO ANTIGUO"," 26",257,303,560
" 01","CASCO ANTIGUO"," 27",293,323,616
" 01","CASCO ANTIGUO"," 28",297,330,627
" 01","CASCO ANTIGUO"," 29",306,331,637
" 01","CASCO ANTIGUO"," 30",302,351,653
" 01","CASCO ANTIGUO"," 31",352,362,714
" 01","CASCO ANTIGUO"," 32",335,356,691
" 01","CASCO ANTIGUO"," 33",333,377,710
" 01","CASCO ANTIGUO"," 34",325,396,721
" 01","CASCO ANTIGUO"," 35",350,372,722
" 01","CASCO ANTIGUO"," 36",368,381,749
" 01","CASCO ANTIGUO"," 37",367,374,741
" 01","CASCO ANTIGUO"," 38",397,438,835
" 01","CASCO ANTIGUO"," 39",395,422,817
" 01","CASCO ANTIGUO"," 40",451,462,913
" 01","CASCO ANTIGUO"," 41",443,468,911
" 01","CASCO ANTIGUO"," 42",461,502,963
" 01","CASCO ANTIGUO"," 43",468,510,978
" 01","CASCO ANTIGUO"," 44",481,496,977
" 01","CASCO ANTIGUO"," 45",491,485,976
" 01","CASCO ANTIGUO"," 46",489,506,995
" 01","CASCO ANTIGUO"," 47",483,501,984
" 01","CASCO ANTIGUO"," 48",512,507,1019
" 01","CASCO ANTIGUO"," 49",468,558,1026
" 01","CASCO ANTIGUO"," 50",458,483,941
" 01","CASCO ANTIGUO"," 51",541,472,1013
" 01","CASCO ANTIGUO"," 52",490,456,946
" 01","CASCO ANTIGUO"," 53",477,485,962
" 01","CASCO ANTIGUO"," 54",482,463,945
" 01","CASCO ANTIGUO"," 55",464,505,969
" 01","CASCO ANTIGUO"," 56",469,473,942
" 01","CASCO ANTIGUO"," 57",473,464,937
" 01","CASCO ANTIGUO"," 58",487,435,922
" 01","CASCO ANTIGUO"," 59",366,426,792
" 01","CASCO ANTIGUO"," 60",359,438,797
" 01","CASCO ANTIGUO"," 61",375,411,786
" 01","CASCO ANTIGUO"," 62",344,350,694
" 01","CASCO ANTIGUO"," 63",344,388,732
" 01","CASCO ANTIGUO"," 64",326,419,745
" 01","CASCO ANTIGUO"," 65",301,405,706
" 01","CASCO ANTIGUO"," 66",280,356,636
" 01","CASCO ANTIGUO"," 67",309,377,686
" 01","CASCO ANTIGUO"," 68",292,342,634
" 01","CASCO ANTIGUO"," 69",271,338,609
" 01","CASCO ANTIGUO"," 70",281,331,612
" 01","CASCO ANTIGUO"," 71",240,332,572
" 01","CASCO ANTIGUO"," 72",247,318,565
" 01","CASCO ANTIGUO"," 73",249,298,547
" 01","CASCO ANTIGUO"," 74",219,303,522
" 01","CASCO ANTIGUO"," 75",221,309,530
" 01","CASCO ANTIGUO"," 76",206,287,493
" 01","CASCO ANTIGUO"," 77",186,270,456
" 01","CASCO ANTIGUO"," 78",203,276,479
" 01","CASCO ANTIGUO"," 79",172,229,401
" 01","CASCO ANTIGUO"," 80",138,216,354
" 01","CASCO ANTIGUO"," 81",143,257,400
" 01","CASCO ANTIGUO"," 82",126,224,350
" 01","CASCO ANTIGUO"," 83",97,219,316
" 01","CASCO ANTIGUO"," 84",87,165,252
