"CD","ND","GRUPO","HOMBRES","MUJERES","TOTAL"
" 02","MACARENA"," 12",348,369,717
" 02","MACARENA"," 13",343,364,707
" 02","MACARENA"," 14",322,286,608
" 02","MACARENA"," 15",322,333,655
" 02","MACARENA"," 16",339,316,655
" 02","MACARENA"," 17",308,281,589
" 02","MACARENA"," 18",281,310,591
" 02","MACARENA"," 19",327,345,672
" 02","MACARENA"," 20",361,333,694
" 02","MACARENA"," 21",348,323,671
" 02","MACARENA"," 22",365,353,718
" 02","MACARENA"," 23",379,381,760
" 02","MACARENA"," 24",382,402,784
" 02","MACARENA"," 25",414,386,800
" 02","MACARENA"," 26",480,443,923
" 02","MACARENA"," 27",489,476,965
" 02","MACARENA"," 28",491,425,916
" 02","MACARENA"," 29",474,472,946
" 02","MACARENA"," 30",465,436,901
" 02","MACARENA"," 31",458,459,917
" 02","MACARENA"," 32",427,498,925
" 02","MACARENA"," 33",463,467,930
" 02","MACARENA"," 34",468,494,962
" 02","MACARENA"," 35",501,526,1027
" 02","MACARENA"," 36",502,538,1040
" 02","MACARENA"," 37",552,508,1060
" 02","MACARENA"," 38",527,551,1078
" 02","MACARENA"," 39",560,619,1179
" 02","MACARENA"," 40",593,604,1197
" 02","MACARENA"," 41",577,592,1169
" 02","MACARENA"," 42",609,637,1246
" 02","MACARENA"," 43",626,669,1295
" 02","MACARENA"," 44",622,659,1281
" 02","MACARENA"," 45",587,654,1241
" 02","MACARENA"," 46",602,620,1222
" 02","MACARENA"," 47",595,558,1153
" 02","MACARENA"," 48",580,603,1183
" 02","MACARENA"," 49",549,554,1103
" 02","MACARENA"," 50",532,535,1067
" 02","MACARENA"," 51",536,553,1089
" 02","MACARENA"," 52",499,618,1117
" 02","MACARENA"," 53",520,518,1038
" 02","MACARENA"," 54",548,576,1124
" 02","MACARENA"," 55",491,525,1016
" 02","MACARENA"," 56",525,593,1118
" 02","MACARENA"," 57",451,543,994
" 02","MACARENA"," 58",447,533,980
" 02","MACARENA"," 59",453,523,976
" 02","MACARENA"," 60",464,522,986
" 02","MACARENA"," 61",440,455,895
" 02","MACARENA"," 62",408,480,888
" 02","MACARENA"," 63",389,491,880
" 02","MACARENA"," 64",342,452,794
" 02","MACARENA"," 65",360,454,814
" 02","MACARENA"," 66",313,436,749
" 02","MACARENA"," 67",286,452,738
" 02","MACARENA"," 68",329,448,777
" 02","MACARENA"," 69",322,439,761
" 02","MACARENA"," 70",292,425,717
" 02","MACARENA"," 71",321,489,810
" 02","MACARENA"," 72",316,549,865
" 02","MACARENA"," 73",335,504,839
" 02","MACARENA"," 74",297,539,836
" 02","MACARENA"," 75",355,550,905
" 02","MACARENA"," 76",326,520,846
" 02","MACARENA"," 77",336,495,831
" 02","MACARENA"," 78",277,402,679
" 02","MACARENA"," 79",258,325,583
" 02","MACARENA"," 80",270,408,678
" 02","MACARENA"," 81",224,318,542
" 02","MACARENA"," 82",168,336,504
" 02","MACARENA"," 83",162,260,422
" 02","MACARENA"," 84",132,328,460
" 02","MACARENA"," 85",158,288,446
" 02","MACARENA"," 86",119,232,351
" 02","MACARENA"," 87",117,213,330
" 02","MACARENA"," 88",88,198,286
" 02","MACARENA"," 89",65,159,224
" 02","MACARENA","90 y más años",240,717,957
" 02","MACARENA","TOTAL POBLACION",34829,39813,74642
" 03","NERVION"," 00",157,187,344
" 03","NERVION"," 01",217,190,407
" 03","NERVION"," 02",212,198,410
" 03","NERVION"," 03",229,197,426
" 03","NERVION"," 04",239,220,459
" 03","NERVION"," 05",210,213,423
" 03","NERVION"," 06",233,240,473
" 03","NERVION"," 07",214,239,453
" 03","NERVION"," 08",250,227,477
" 03","NERVION"," 09",251,272,523
" 03","NERVION"," 10",241,229,470
" 03","NERVION"," 11",258,241,499
" 03","NERVION"," 12",259,233,492
" 03","NERVION"," 13",275,210,485
" 03","NERVION"," 14",267,279,546
" 03","NERVION"," 15",278,267,545
" 03","NERVION"," 16",277,243,520
" 03","NERVION"," 17",273,261,534
" 03","NERVION"," 18",256,233,489
" 03","NERVION"," 19",238,265,503
" 03","NERVION"," 20",258,242,500
" 03","NERVION"," 21",241,228,469
" 03","NERVION"," 22",215,258,473
" 03","NERVION"," 23",227,267,494
" 03","NERVION"," 24",276,246,522
" 03","NERVION"," 25",254,251,505
" 03","NERVION"," 26",233,265,498
" 03","NERVION"," 27",223,281,504
" 03","NERVION"," 28",253,244,497
" 03","NERVION"," 29",234,249,483
" 03","NERVION"," 30",246,233,479
" 03","NERVION"," 31",248,227,475
" 03","NERVION"," 32",254,274,528
" 03","NERVION"," 33",289,271,560
" 03","NERVION"," 34",249,292,541
" 03","NERVION"," 35",276,290,566
" 03","NERVION"," 36",272,293,565
" 03","NERVION"," 37",275,318,593
" 03","NERVION"," 38",326,361,687
" 03","NERVION"," 39",311,352,663
" 03","NERVION"," 40",327,379,706
" 03","NERVION"," 41",336,338,674
" 03","NERVION"," 42",400,376,776
" 03","NERVION"," 43",353,420,773
" 03","NERVION"," 44",392,450,842
" 03","NERVION"," 45",412,384,796
" 03","NERVION"," 46",350,433,783
" 03","NERVION"," 47",372,410,782
" 03","NERVION"," 48",360,385,745
" 03","NERVION"," 49",368,385,753
" 03","NERVION"," 50",341,377,718
" 03","NERVION"," 51",345,413,758
" 03","NERVION"," 52",339,412,751
" 03","NERVION"," 53",341,432,773
" 03","NERVION"," 54",377,398,775
" 03","NERVION"," 55",352,426,778
" 03","NERVION"," 56",313,393,706
" 03","NERVION"," 57",345,393,738
" 03","NERVION"," 58",338,361,699
" 03","NERVION"," 59",307,370,677
" 03","NERVION"," 60",283,371,654
" 03","NERVION"," 61",291,389,680
" 03","NERVION"," 62",270,345,615
" 03","NERVION"," 63",264,380,644
" 03","NERVION"," 64",264,346,610
" 03","NERVION"," 65",237,394,631
" 03","NERVION"," 66",255,314,569
" 03","NERVION"," 67",275,369,644
" 03","NERVION"," 68",254,368,622
" 03","NERVION"," 69",253,340,593
" 03","NERVION"," 70",249,367,616
" 03","NERVION"," 71",257,399,656
" 03","NERVION"," 72",306,395,701
" 03","NERVION"," 73",258,357,615
" 03","NERVION"," 74",265,339,604
" 03","NERVION"," 75",250,348,598
" 03","NERVION"," 76",266,368,634
" 03","NERVION"," 77",213,345,558
" 03","NERVION"," 78",201,309,510
" 03","NERVION"," 79",199,264,463
" 03","NERVION"," 80",168,256,424
" 03","NERVION"," 81",136,214,350
" 03","NERVION"," 82",115,218,333
" 03","NERVION"," 83",126,207,333
" 03","NERVION"," 84",118,239,357
" 03","NERVION"," 85",112,198,310
" 03","NERVION"," 86",96,161,257
" 03","NERVION"," 87",73,153,226
" 03","NERVION"," 88",79,164,243
" 03","NERVION"," 89",50,134,184
" 03","NERVION","90 y más años",171,584,755
" 03","NERVION","TOTAL POBLACION",23416,27656,51072
" 04","CERRO-AMATE"," 00",382,340,722
" 04","CERRO-AMATE"," 01",381,332,713
" 04","CERRO-AMATE"," 02",407,365,772
" 04","CERRO-AMATE"," 03",411,369,780
" 04","CERRO-AMATE"," 04",421,384,805
" 04","CERRO-AMATE"," 05",376,386,762
" 04","CERRO-AMATE"," 06",462,370,832
" 04","CERRO-AMATE"," 07",457,434,891
" 04","CERRO-AMATE"," 08",478,416,894
" 04","CERRO-AMATE"," 09",489,424,913
" 04","CERRO-AMATE"," 10",494,490,984
" 04","CERRO-AMATE"," 11",497,517,1014
" 04","CERRO-AMATE"," 12",614,583,1197
" 04","CERRO-AMATE"," 13",577,530,1107
" 04","CERRO-AMATE"," 14",503,491,994
" 04","CERRO-AMATE"," 15",500,495,995
" 04","CERRO-AMATE"," 16",471,413,884
" 04","CERRO-AMATE"," 17",408,411,819
" 04","CERRO-AMATE"," 18",418,396,814
" 04","CERRO-AMATE"," 19",465,441,906
" 04","CERRO-AMATE"," 20",468,429,897
" 04","CERRO-AMATE"," 21",480,456,936
" 04","CERRO-AMATE"," 22",455,413,868
" 04","CERRO-AMATE"," 23",461,463,924
" 04","CERRO-AMATE"," 24",474,486,960
" 04","CERRO-AMATE"," 25",551,492,1043
" 04","CERRO-AMATE"," 26",558,535,1093
" 04","CERRO-AMATE"," 27",599,551,1150
" 04","CERRO-AMATE"," 28",598,618,1216
" 04","CERRO-AMATE"," 29",610,603,1213
" 04","CERRO-AMATE"," 30",579,605,1184
" 04","CERRO-AMATE"," 31",642,597,1239
" 04","CERRO-AMATE"," 32",648,602,1250
" 04","CERRO-AMATE"," 33",603,590,1193
" 04","CERRO-AMATE"," 34",627,597,1224
" 04","CERRO-AMATE"," 35",619,601,1220
" 04","CERRO-AMATE"," 36",556,595,1151
" 04","CERRO-AMATE"," 37",607,639,1246
" 04","CERRO-AMATE"," 38",691,658,1349
" 04","CERRO-AMATE"," 39",692,692,1384
" 04","CERRO-AMATE"," 40",754,696,1450
" 04","CERRO-AMATE"," 41",761,736,1497
" 04","CERRO-AMATE"," 42",809,849,1658
" 04","CERRO-AMATE"," 43",813,780,1593
" 04","CERRO-AMATE"," 44",803,816,1619
" 04","CERRO-AMATE"," 45",818,705,1523
" 04","CERRO-AMATE"," 46",728,726,1454
" 04","CERRO-AMATE"," 47",699,694,1393
" 04","CERRO-AMATE"," 48",687,652,1339
" 04","CERRO-AMATE"," 49",657,631,1288
" 04","CERRO-AMATE"," 50",634,675,1309
" 04","CERRO-AMATE"," 51",653,633,1286
" 04","CERRO-AMATE"," 52",608,663,1271
" 04","CERRO-AMATE"," 53",559,614,1173
" 04","CERRO-AMATE"," 54",602,702,1304
" 04","CERRO-AMATE"," 55",604,652,1256
" 04","CERRO-AMATE"," 56",598,683,1281
" 04","CERRO-AMATE"," 57",620,662,1282
" 04","CERRO-AMATE"," 58",577,619,1196
" 04","CERRO-AMATE"," 59",542,619,1161
" 04","CERRO-AMATE"," 60",547,579,1126
" 04","CERRO-AMATE"," 61",511,577,1088
" 04","CERRO-AMATE"," 62",498,612,1110
" 04","CERRO-AMATE"," 63",536,613,1149
" 04","CERRO-AMATE"," 64",445,550,995
" 04","CERRO-AMATE"," 65",456,538,994
" 04","CERRO-AMATE"," 66",434,501,935
" 04","CERRO-AMATE"," 67",437,478,915
" 04","CERRO-AMATE"," 68",400,465,865
" 04","CERRO-AMATE"," 69",378,482,860
" 04","CERRO-AMATE"," 70",321,428,749
" 04","CERRO-AMATE"," 71",388,475,863
" 04","CERRO-AMATE"," 72",404,483,887
" 04","CERRO-AMATE"," 73",333,457,790
" 04","CERRO-AMATE"," 74",279,380,659
" 04","CERRO-AMATE"," 75",331,472,803
" 04","CERRO-AMATE"," 76",328,411,739
" 04","CERRO-AMATE"," 77",313,406,719
" 04","CERRO-AMATE"," 78",205,327,532
" 04","CERRO-AMATE"," 79",221,275,496
" 04","CERRO-AMATE"," 80",224,342,566
" 04","CERRO-AMATE"," 81",172,250,422
" 04","CERRO-AMATE"," 82",153,244,397
" 04","CERRO-AMATE"," 83",128,266,394
" 04","CERRO-AMATE"," 84",147,267,414
" 04","CERRO-AMATE"," 85",117,256,373
" 04","CERRO-AMATE"," 86",104,200,304
" 04","CERRO-AMATE"," 87",102,219,321
" 04","CERRO-AMATE"," 88",92,196,288
" 04","CERRO-AMATE"," 89",65,129,194
" 04","CERRO-AMATE","90 y más años",196,558,754
" 04","CERRO-AMATE","TOTAL POBLACION",43520,46052,89572
" 05","SUR"," 00",336,301,637
" 05","SUR"," 01",323,312,635
" 05","SUR"," 02",334,295,629
" 05","SUR"," 03",320,299,619
" 05","SUR"," 04",332,305,637
" 05","SUR"," 05",323,330,653
" 05","SUR"," 06",310,328,638
" 05","SUR"," 07",322,337,659
" 05","SUR"," 08",356,344,700
" 05","SUR"," 09",349,347,696
" 05","SUR"," 10",388,364,752
" 05","SUR"," 11",457,373,830
" 05","SUR"," 12",420,363,783
" 05","SUR"," 13",406,379,785
" 05","SUR"," 14",398,375,773
" 05","SUR"," 15",376,404,780
" 05","SUR"," 16",394,379,773
" 05","SUR"," 17",407,406,813
" 05","SUR"," 18",381,407,788
" 05","SUR"," 19",412,368,780
" 05","SUR"," 20",431,419,850
" 05","SUR"," 21",385,387,772
" 05","SUR"," 22",425,422,847
" 05","SUR"," 23",400,410,810
" 05","SUR"," 24",418,425,843
" 05","SUR"," 25",407,441,848
" 05","SUR"," 26",404,429,833
" 05","SUR"," 27",439,471,910
" 05","SUR"," 28",419,432,851
" 05","SUR"," 29",438,415,853
" 05","SUR"," 30",411,418,829
" 05","SUR"," 31",420,402,822
" 05","SUR"," 32",419,398,817
" 05","SUR"," 33",402,419,821
" 05","SUR"," 34",385,393,778
" 05","SUR"," 35",468,430,898
" 05","SUR"," 36",404,433,837
" 05","SUR"," 37",453,423,876
" 05","SUR"," 38",479,447,926
" 05","SUR"," 39",437,468,905
" 05","SUR"," 40",503,477,980
" 05","SUR"," 41",476,483,959
" 05","SUR"," 42",483,520,1003
" 05","SUR"," 43",542,544,1086
" 05","SUR"," 44",535,514,1049
" 05","SUR"," 45",481,533,1014
" 05","SUR"," 46",528,510,1038
" 05","SUR"," 47",465,497,962
" 05","SUR"," 48",512,502,1014
" 05","SUR"," 49",433,495,928
" 05","SUR"," 50",470,504,974
" 05","SUR"," 51",500,505,1005
" 05","SUR"," 52",486,579,1065
" 05","SUR"," 53",476,548,1024
" 05","SUR"," 54",535,541,1076
" 05","SUR"," 55",478,556,1034
" 05","SUR"," 56",459,545,1004
" 05","SUR"," 57",489,545,1034
" 05","SUR"," 58",431,527,958
" 05","SUR"," 59",425,458,883
" 05","SUR"," 60",410,486,896
" 05","SUR"," 61",379,475,854
" 05","SUR"," 62",375,463,838
" 05","SUR"," 63",386,459,845
" 05","SUR"," 64",341,455,796
" 05","SUR"," 65",316,438,754
" 05","SUR"," 66",297,411,708
" 05","SUR"," 67",328,413,741
" 05","SUR"," 68",308,395,703
" 05","SUR"," 69",298,395,693
" 05","SUR"," 70",258,342,600
" 05","SUR"," 71",313,408,721
" 05","SUR"," 72",291,401,692
" 05","SUR"," 73",281,382,663
" 05","SUR"," 74",246,342,588
" 05","SUR"," 75",274,380,654
" 05","SUR"," 76",259,411,670
" 05","SUR"," 77",264,400,664
" 05","SUR"," 78",193,320,513
" 05","SUR"," 79",205,275,480
" 05","SUR"," 80",235,336,571
" 05","SUR"," 81",181,262,443
" 05","SUR"," 82",167,267,434
" 05","SUR"," 83",143,241,384
" 05","SUR"," 84",128,283,411
" 05","SUR"," 85",124,245,369
" 05","SUR"," 86",99,207,306
" 05","SUR"," 87",122,194,316
" 05","SUR"," 88",72,182,254
" 05","SUR"," 89",52,133,185
" 05","SUR","90 y más años",208,568,776
" 05","SUR","TOTAL POBLACION",33048,36850,69898
" 06","TRIANA"," 00",164,160,324
" 06","TRIANA"," 01",139,154,293
" 06","TRIANA"," 02",135,141,276
" 06","TRIANA"," 03",168,146,314
" 06","TRIANA"," 04",192,179,371
" 06","TRIANA"," 05",169,176,345
" 06","TRIANA"," 06",166,183,349
" 06","TRIANA"," 07",193,166,359
" 06","TRIANA"," 08",209,210,419
" 06","TRIANA"," 09",189,187,376
" 06","TRIANA"," 10",207,212,419
" 06","TRIANA"," 11",223,246,469
" 06","TRIANA"," 12",211,218,429
" 06","TRIANA"," 13",220,213,433
" 06","TRIANA"," 14",222,210,432
" 06","TRIANA"," 15",227,245,472
" 06","TRIANA"," 16",198,221,419
" 06","TRIANA"," 17",222,211,433
" 06","TRIANA"," 18",224,212,436
" 06","TRIANA"," 19",195,188,383
" 06","TRIANA"," 20",224,196,420
" 06","TRIANA"," 21",214,190,404
" 06","TRIANA"," 22",186,198,384
" 06","TRIANA"," 23",220,222,442
" 06","TRIANA"," 24",205,207,412
" 06","TRIANA"," 25",195,227,422
" 06","TRIANA"," 26",210,243,453
" 06","TRIANA"," 27",241,243,484
" 06","TRIANA"," 28",256,254,510
" 06","TRIANA"," 29",280,250,530
" 06","TRIANA"," 30",221,253,474
" 06","TRIANA"," 31",219,265,484
" 06","TRIANA"," 32",260,241,501
" 06","TRIANA"," 33",254,277,531
" 06","TRIANA"," 34",241,275,516
" 06","TRIANA"," 35",226,293,519
" 06","TRIANA"," 36",261,269,530
" 06","TRIANA"," 37",286,315,601
" 06","TRIANA"," 38",272,321,593
" 06","TRIANA"," 39",308,330,638
" 06","TRIANA"," 40",338,313,651
" 06","TRIANA"," 41",335,319,654
" 06","TRIANA"," 42",341,373,714
" 06","TRIANA"," 43",371,391,762
" 06","TRIANA"," 44",340,431,771
" 06","TRIANA"," 45",349,358,707
" 06","TRIANA"," 46",359,430,789
" 06","TRIANA"," 47",349,400,749
" 06","TRIANA"," 48",353,373,726
" 06","TRIANA"," 49",338,377,715
" 06","TRIANA"," 50",337,379,716
" 06","TRIANA"," 51",346,380,726
" 06","TRIANA"," 52",346,374,720
" 06","TRIANA"," 53",382,372,754
" 06","TRIANA"," 54",333,422,755
" 06","TRIANA"," 55",342,405,747
" 06","TRIANA"," 56",343,446,789
" 06","TRIANA"," 57",301,400,701
" 06","TRIANA"," 58",289,344,633
" 06","TRIANA"," 59",303,388,691
" 06","TRIANA"," 60",288,371,659
" 06","TRIANA"," 61",288,378,666
" 06","TRIANA"," 62",247,331,578
" 06","TRIANA"," 63",267,345,612
" 06","TRIANA"," 64",234,292,526
" 06","TRIANA"," 65",234,314,548
" 06","TRIANA"," 66",199,282,481
" 06","TRIANA"," 67",206,315,521
" 06","TRIANA"," 68",215,326,541
" 06","TRIANA"," 69",219,324,543
" 06","TRIANA"," 70",197,334,531
" 06","TRIANA"," 71",211,308,519
" 06","TRIANA"," 72",254,354,608
" 06","TRIANA"," 73",247,342,589
" 06","TRIANA"," 74",204,317,521
" 06","TRIANA"," 75",255,370,625
" 06","TRIANA"," 76",208,365,573
" 06","TRIANA"," 77",239,382,621
" 06","TRIANA"," 78",181,304,485
" 06","TRIANA"," 79",159,241,400
" 06","TRIANA"," 80",185,283,468
" 06","TRIANA"," 81",126,230,356
" 06","TRIANA"," 82",126,228,354
" 06","TRIANA"," 83",108,172,280
" 06","TRIANA"," 84",114,212,326
" 06","TRIANA"," 85",110,208,318
" 06","TRIANA"," 86",78,191,269
" 06","TRIANA"," 87",69,192,261
" 06","TRIANA"," 88",70,169,239
" 06","TRIANA"," 89",57,144,201
" 06","TRIANA","90 y más años",188,580,768
" 06","TRIANA","TOTAL POBLACION",21230,25826,47056
" 07","NORTE"," 00",257,290,547
" 07","NORTE"," 01",266,256,522
" 07","NORTE"," 02",280,291,571
" 07","NORTE"," 03",304,301,605
" 07","NORTE"," 04",334,310,644
" 07","NORTE"," 05",368,318,686
" 07","NORTE"," 06",360,324,684
" 07","NORTE"," 07",343,300,643
" 07","NORTE"," 08",359,321,680
" 07","NORTE"," 09",336,349,685
" 07","NORTE"," 10",392,349,741
" 07","NORTE"," 11",419,366,785
" 07","NORTE"," 12",408,438,846
" 07","NORTE"," 13",388,369,757
" 07","NORTE"," 14",412,357,769
" 07","NORTE"," 15",395,368,763
" 07","NORTE"," 16",396,357,753
" 07","NORTE"," 17",432,389,821
" 07","NORTE"," 18",357,370,727
" 07","NORTE"," 19",407,364,771
" 07","NORTE"," 20",432,383,815
" 07","NORTE"," 21",386,380,766
" 07","NORTE"," 22",364,363,727
" 07","NORTE"," 23",387,349,736
" 07","NORTE"," 24",386,371,757
" 07","NORTE"," 25",386,363,749
" 07","NORTE"," 26",421,379,800
" 07","NORTE"," 27",417,377,794
" 07","NORTE"," 28",443,392,835
" 07","NORTE"," 29",450,400,850
" 07","NORTE"," 30",429,425,854
" 07","NORTE"," 31",423,453,876
" 07","NORTE"," 32",431,432,863
" 07","NORTE"," 33",443,478,921
" 07","NORTE"," 34",455,493,948
" 07","NORTE"," 35",525,524,1049
" 07","NORTE"," 36",521,524,1045
" 07","NORTE"," 37",576,559,1135
" 07","NORTE"," 38",590,564,1154
" 07","NORTE"," 39",551,581,1132
" 07","NORTE"," 40",561,598,1159
" 07","NORTE"," 41",637,556,1193
" 07","NORTE"," 42",647,631,1278
" 07","NORTE"," 43",623,610,1233
" 07","NORTE"," 44",599,577,1176
" 07","NORTE"," 45",574,578,1152
" 07","NORTE"," 46",550,522,1072
" 07","NORTE"," 47",534,570,1104
" 07","NORTE"," 48",513,618,1131
" 07","NORTE"," 49",510,570,1080
" 07","NORTE"," 50",544,594,1138
" 07","NORTE"," 51",547,634,1181
" 07","NORTE"," 52",575,578,1153
" 07","NORTE"," 53",570,625,1195
" 07","NORTE"," 54",581,638,1219
" 07","NORTE"," 55",546,669,1215
" 07","NORTE"," 56",565,623,1188
" 07","NORTE"," 57",543,647,1190
" 07","NORTE"," 58",497,571,1068
" 07","NORTE"," 59",476,595,1071
" 07","NORTE"," 60",496,649,1145
" 07","NORTE"," 61",500,601,1101
" 07","NORTE"," 62",518,653,1171
" 07","NORTE"," 63",567,662,1229
" 07","NORTE"," 64",483,566,1049
" 07","NORTE"," 65",448,529,977
" 07","NORTE"," 66",426,473,899
" 07","NORTE"," 67",385,435,820
" 07","NORTE"," 68",396,392,788
" 07","NORTE"," 69",347,361,708
" 07","NORTE"," 70",280,324,604
" 07","NORTE"," 71",325,364,689
" 07","NORTE"," 72",277,333,610
" 07","NORTE"," 73",280,316,596
" 07","NORTE"," 74",194,260,454
" 07","NORTE"," 75",240,286,526
" 07","NORTE"," 76",214,276,490
" 07","NORTE"," 77",206,285,491
" 07","NORTE"," 78",140,188,328
" 07","NORTE"," 79",132,149,281
" 07","NORTE"," 80",151,212,363
" 07","NORTE"," 81",110,169,279
" 07","NORTE"," 82",85,151,236
" 07","NORTE"," 83",77,133,210
" 07","NORTE"," 84",71,166,237
" 07","NORTE"," 85",63,126,189
" 07","NORTE"," 86",52,120,172
" 07","NORTE"," 87",62,126,188
" 07","NORTE"," 88",44,94,138
" 07","NORTE"," 89",31,77,108
" 07","NORTE","90 y más años",115,310,425
" 07","NORTE","TOTAL POBLACION",35136,37367,72503
" 08","S. PABLO-STA. JUSTA"," 00",209,191,400
" 08","S. PABLO-STA. JUSTA"," 01",218,181,399
" 08","S. PABLO-STA. JUSTA"," 02",213,210,423
" 08","S. PABLO-STA. JUSTA"," 03",228,214,442
" 08","S. PABLO-STA. JUSTA"," 04",230,227,457
" 08","S. PABLO-STA. JUSTA"," 05",261,241,502
" 08","S. PABLO-STA. JUSTA"," 06",256,221,477
" 08","S. PABLO-STA. JUSTA"," 07",274,222,496
