"CD","ND","GRUPO","HOMBRES","MUJERES","TOTAL"
" 02","MACARENA"," 11",342,358,700
" 02","MACARENA"," 12",323,290,613
" 02","MACARENA"," 13",330,328,658
" 02","MACARENA"," 14",335,320,655
" 02","MACARENA"," 15",310,277,587
" 02","MACARENA"," 16",268,295,563
" 02","MACARENA"," 17",289,308,597
" 02","MACARENA"," 18",324,306,630
" 02","MACARENA"," 19",316,292,608
" 02","MACARENA"," 20",337,293,630
" 02","MACARENA"," 21",351,336,687
" 02","MACARENA"," 22",351,355,706
" 02","MACARENA"," 23",366,358,724
" 02","MACARENA"," 24",436,408,844
" 02","MACARENA"," 25",416,443,859
" 02","MACARENA"," 26",457,397,854
" 02","MACARENA"," 27",414,455,869
" 02","MACARENA"," 28",435,409,844
" 02","MACARENA"," 29",433,414,847
" 02","MACARENA"," 30",414,448,862
" 02","MACARENA"," 31",433,459,892
" 02","MACARENA"," 32",437,490,927
" 02","MACARENA"," 33",491,515,1006
" 02","MACARENA"," 34",523,558,1081
" 02","MACARENA"," 35",516,496,1012
" 02","MACARENA"," 36",502,589,1091
" 02","MACARENA"," 37",549,591,1140
" 02","MACARENA"," 38",595,620,1215
" 02","MACARENA"," 39",585,594,1179
" 02","MACARENA"," 40",617,614,1231
" 02","MACARENA"," 41",625,652,1277
" 02","MACARENA"," 42",627,660,1287
" 02","MACARENA"," 43",576,632,1208
" 02","MACARENA"," 44",602,624,1226
" 02","MACARENA"," 45",612,580,1192
" 02","MACARENA"," 46",579,614,1193
" 02","MACARENA"," 47",566,557,1123
" 02","MACARENA"," 48",531,538,1069
" 02","MACARENA"," 49",553,550,1103
" 02","MACARENA"," 50",514,614,1128
" 02","MACARENA"," 51",510,523,1033
" 02","MACARENA"," 52",543,581,1124
" 02","MACARENA"," 53",493,531,1024
" 02","MACARENA"," 54",537,614,1151
" 02","MACARENA"," 55",469,567,1036
" 02","MACARENA"," 56",464,550,1014
" 02","MACARENA"," 57",455,549,1004
" 02","MACARENA"," 58",477,522,999
" 02","MACARENA"," 59",446,464,910
" 02","MACARENA"," 60",444,492,936
" 02","MACARENA"," 61",411,496,907
" 02","MACARENA"," 62",361,463,824
" 02","MACARENA"," 63",383,463,846
" 02","MACARENA"," 64",326,438,764
" 02","MACARENA"," 65",309,471,780
" 02","MACARENA"," 66",345,461,806
" 02","MACARENA"," 67",338,455,793
" 02","MACARENA"," 68",313,432,745
" 02","MACARENA"," 69",337,511,848
" 02","MACARENA"," 70",344,579,923
" 02","MACARENA"," 71",364,522,886
" 02","MACARENA"," 72",333,550,883
" 02","MACARENA"," 73",394,571,965
" 02","MACARENA"," 74",364,540,904
" 02","MACARENA"," 75",380,528,908
" 02","MACARENA"," 76",297,425,722
" 02","MACARENA"," 77",289,348,637
" 02","MACARENA"," 78",301,445,746
" 02","MACARENA"," 79",262,340,602
" 02","MACARENA"," 80",198,371,569
" 02","MACARENA"," 81",195,289,484
" 02","MACARENA"," 82",174,373,547
" 02","MACARENA"," 83",196,348,544
" 02","MACARENA"," 84",148,273,421
" 02","MACARENA"," 85",146,274,420
" 02","MACARENA"," 86",124,259,383
" 02","MACARENA"," 87",100,226,326
" 02","MACARENA"," 88",100,219,319
" 02","MACARENA"," 89",71,182,253
" 02","MACARENA","90 y más años",193,621,814
" 02","MACARENA","TOTAL POBLACION",34711,39865,74576
" 03","NERVION"," 00",208,193,401
" 03","NERVION"," 01",216,205,421
" 03","NERVION"," 02",258,214,472
" 03","NERVION"," 03",218,218,436
" 03","NERVION"," 04",251,246,497
" 03","NERVION"," 05",217,243,460
" 03","NERVION"," 06",257,235,492
" 03","NERVION"," 07",245,270,515
" 03","NERVION"," 08",240,218,458
" 03","NERVION"," 09",254,244,498
" 03","NERVION"," 10",249,217,466
" 03","NERVION"," 11",259,214,473
" 03","NERVION"," 12",259,277,536
" 03","NERVION"," 13",273,257,530
" 03","NERVION"," 14",270,237,507
" 03","NERVION"," 15",271,259,530
" 03","NERVION"," 16",251,219,470
" 03","NERVION"," 17",235,258,493
" 03","NERVION"," 18",254,233,487
" 03","NERVION"," 19",233,233,466
" 03","NERVION"," 20",207,253,460
" 03","NERVION"," 21",227,270,497
" 03","NERVION"," 22",280,239,519
" 03","NERVION"," 23",256,238,494
" 03","NERVION"," 24",233,267,500
" 03","NERVION"," 25",217,273,490
" 03","NERVION"," 26",258,238,496
" 03","NERVION"," 27",240,253,493
" 03","NERVION"," 28",250,219,469
" 03","NERVION"," 29",264,237,501
" 03","NERVION"," 30",264,286,550
" 03","NERVION"," 31",298,257,555
" 03","NERVION"," 32",260,304,564
" 03","NERVION"," 33",283,300,583
" 03","NERVION"," 34",276,306,582
" 03","NERVION"," 35",278,340,618
" 03","NERVION"," 36",341,366,707
" 03","NERVION"," 37",327,347,674
" 03","NERVION"," 38",357,398,755
" 03","NERVION"," 39",355,343,698
" 03","NERVION"," 40",394,383,777
" 03","NERVION"," 41",366,404,770
" 03","NERVION"," 42",392,462,854
" 03","NERVION"," 43",396,376,772
" 03","NERVION"," 44",343,422,765
" 03","NERVION"," 45",365,402,767
" 03","NERVION"," 46",359,395,754
" 03","NERVION"," 47",357,384,741
" 03","NERVION"," 48",343,380,723
" 03","NERVION"," 49",339,420,759
" 03","NERVION"," 50",349,410,759
" 03","NERVION"," 51",331,434,765
" 03","NERVION"," 52",393,394,787
" 03","NERVION"," 53",364,419,783
" 03","NERVION"," 54",328,405,733
" 03","NERVION"," 55",349,406,755
" 03","NERVION"," 56",347,368,715
" 03","NERVION"," 57",323,379,702
" 03","NERVION"," 58",291,382,673
" 03","NERVION"," 59",291,396,687
" 03","NERVION"," 60",278,349,627
" 03","NERVION"," 61",285,382,667
" 03","NERVION"," 62",268,351,619
" 03","NERVION"," 63",247,395,642
" 03","NERVION"," 64",270,312,582
" 03","NERVION"," 65",288,378,666
" 03","NERVION"," 66",266,371,637
" 03","NERVION"," 67",271,337,608
" 03","NERVION"," 68",251,369,620
" 03","NERVION"," 69",268,417,685
" 03","NERVION"," 70",324,404,728
" 03","NERVION"," 71",273,373,646
" 03","NERVION"," 72",274,338,612
" 03","NERVION"," 73",274,355,629
" 03","NERVION"," 74",283,383,666
" 03","NERVION"," 75",230,360,590
" 03","NERVION"," 76",221,318,539
" 03","NERVION"," 77",209,278,487
" 03","NERVION"," 78",179,271,450
" 03","NERVION"," 79",152,223,375
" 03","NERVION"," 80",134,243,377
" 03","NERVION"," 81",145,223,368
" 03","NERVION"," 82",134,261,395
" 03","NERVION"," 83",133,224,357
" 03","NERVION"," 84",114,186,300
" 03","NERVION"," 85",96,185,281
" 03","NERVION"," 86",104,195,299
" 03","NERVION"," 87",64,152,216
" 03","NERVION"," 88",60,162,222
" 03","NERVION"," 89",54,130,184
" 03","NERVION","90 y más años",147,520,667
" 03","NERVION","TOTAL POBLACION",23705,27890,51595
" 04","CERRO-AMATE"," 00",398,361,759
" 04","CERRO-AMATE"," 01",419,378,797
" 04","CERRO-AMATE"," 02",415,378,793
" 04","CERRO-AMATE"," 03",386,389,775
" 04","CERRO-AMATE"," 04",447,372,819
" 04","CERRO-AMATE"," 05",446,444,890
" 04","CERRO-AMATE"," 06",480,431,911
" 04","CERRO-AMATE"," 07",471,451,922
" 04","CERRO-AMATE"," 08",497,506,1003
" 04","CERRO-AMATE"," 09",510,524,1034
" 04","CERRO-AMATE"," 10",609,571,1180
" 04","CERRO-AMATE"," 11",603,529,1132
" 04","CERRO-AMATE"," 12",501,495,996
" 04","CERRO-AMATE"," 13",493,489,982
" 04","CERRO-AMATE"," 14",467,404,871
" 04","CERRO-AMATE"," 15",406,402,808
" 04","CERRO-AMATE"," 16",403,379,782
" 04","CERRO-AMATE"," 17",434,425,859
" 04","CERRO-AMATE"," 18",414,412,826
" 04","CERRO-AMATE"," 19",458,409,867
" 04","CERRO-AMATE"," 20",453,397,850
" 04","CERRO-AMATE"," 21",442,428,870
" 04","CERRO-AMATE"," 22",444,466,910
" 04","CERRO-AMATE"," 23",486,458,944
" 04","CERRO-AMATE"," 24",520,517,1037
" 04","CERRO-AMATE"," 25",551,527,1078
" 04","CERRO-AMATE"," 26",576,591,1167
" 04","CERRO-AMATE"," 27",580,556,1136
" 04","CERRO-AMATE"," 28",557,585,1142
" 04","CERRO-AMATE"," 29",625,572,1197
" 04","CERRO-AMATE"," 30",633,593,1226
" 04","CERRO-AMATE"," 31",625,602,1227
" 04","CERRO-AMATE"," 32",629,596,1225
" 04","CERRO-AMATE"," 33",596,594,1190
" 04","CERRO-AMATE"," 34",577,558,1135
" 04","CERRO-AMATE"," 35",621,636,1257
" 04","CERRO-AMATE"," 36",683,678,1361
" 04","CERRO-AMATE"," 37",691,697,1388
" 04","CERRO-AMATE"," 38",749,712,1461
" 04","CERRO-AMATE"," 39",775,720,1495
" 04","CERRO-AMATE"," 40",828,847,1675
" 04","CERRO-AMATE"," 41",838,792,1630
" 04","CERRO-AMATE"," 42",822,808,1630
" 04","CERRO-AMATE"," 43",836,715,1551
" 04","CERRO-AMATE"," 44",743,746,1489
" 04","CERRO-AMATE"," 45",729,679,1408
" 04","CERRO-AMATE"," 46",713,666,1379
" 04","CERRO-AMATE"," 47",681,645,1326
" 04","CERRO-AMATE"," 48",646,675,1321
" 04","CERRO-AMATE"," 49",654,639,1293
" 04","CERRO-AMATE"," 50",605,656,1261
" 04","CERRO-AMATE"," 51",560,616,1176
" 04","CERRO-AMATE"," 52",617,705,1322
" 04","CERRO-AMATE"," 53",611,658,1269
" 04","CERRO-AMATE"," 54",611,680,1291
" 04","CERRO-AMATE"," 55",632,678,1310
" 04","CERRO-AMATE"," 56",578,629,1207
" 04","CERRO-AMATE"," 57",561,598,1159
" 04","CERRO-AMATE"," 58",549,585,1134
" 04","CERRO-AMATE"," 59",530,581,1111
" 04","CERRO-AMATE"," 60",522,623,1145
" 04","CERRO-AMATE"," 61",559,615,1174
" 04","CERRO-AMATE"," 62",456,559,1015
" 04","CERRO-AMATE"," 63",468,545,1013
" 04","CERRO-AMATE"," 64",448,512,960
" 04","CERRO-AMATE"," 65",452,488,940
" 04","CERRO-AMATE"," 66",420,480,900
" 04","CERRO-AMATE"," 67",407,497,904
" 04","CERRO-AMATE"," 68",344,430,774
" 04","CERRO-AMATE"," 69",424,487,911
" 04","CERRO-AMATE"," 70",413,500,913
" 04","CERRO-AMATE"," 71",357,468,825
" 04","CERRO-AMATE"," 72",297,387,684
" 04","CERRO-AMATE"," 73",349,493,842
" 04","CERRO-AMATE"," 74",342,430,772
" 04","CERRO-AMATE"," 75",342,421,763
" 04","CERRO-AMATE"," 76",217,352,569
" 04","CERRO-AMATE"," 77",237,296,533
" 04","CERRO-AMATE"," 78",236,371,607
" 04","CERRO-AMATE"," 79",193,273,466
" 04","CERRO-AMATE"," 80",192,281,473
" 04","CERRO-AMATE"," 81",160,291,451
" 04","CERRO-AMATE"," 82",184,313,497
" 04","CERRO-AMATE"," 83",146,312,458
" 04","CERRO-AMATE"," 84",134,255,389
" 04","CERRO-AMATE"," 85",141,268,409
" 04","CERRO-AMATE"," 86",120,245,365
" 04","CERRO-AMATE"," 87",82,174,256
" 04","CERRO-AMATE"," 88",80,176,256
" 04","CERRO-AMATE"," 89",68,166,234
" 04","CERRO-AMATE","90 y más años",190,501,691
" 04","CERRO-AMATE","TOTAL POBLACION",43394,46039,89433
" 05","SUR"," 00",326,311,637
" 05","SUR"," 01",336,298,634
" 05","SUR"," 02",335,296,631
" 05","SUR"," 03",331,331,662
" 05","SUR"," 04",301,316,617
" 05","SUR"," 05",324,334,658
" 05","SUR"," 06",362,343,705
" 05","SUR"," 07",349,340,689
" 05","SUR"," 08",383,368,751
" 05","SUR"," 09",464,366,830
" 05","SUR"," 10",434,370,804
" 05","SUR"," 11",411,388,799
" 05","SUR"," 12",403,368,771
" 05","SUR"," 13",382,407,789
" 05","SUR"," 14",389,396,785
" 05","SUR"," 15",407,418,825
" 05","SUR"," 16",377,405,782
" 05","SUR"," 17",393,372,765
" 05","SUR"," 18",418,395,813
" 05","SUR"," 19",369,374,743
" 05","SUR"," 20",417,402,819
" 05","SUR"," 21",394,403,797
" 05","SUR"," 22",416,408,824
" 05","SUR"," 23",384,410,794
" 05","SUR"," 24",388,413,801
" 05","SUR"," 25",422,450,872
" 05","SUR"," 26",406,425,831
" 05","SUR"," 27",486,396,882
" 05","SUR"," 28",424,412,836
" 05","SUR"," 29",440,413,853
" 05","SUR"," 30",398,411,809
" 05","SUR"," 31",401,417,818
" 05","SUR"," 32",387,408,795
" 05","SUR"," 33",485,429,914
" 05","SUR"," 34",410,460,870
" 05","SUR"," 35",447,414,861
" 05","SUR"," 36",482,454,936
" 05","SUR"," 37",450,479,929
" 05","SUR"," 38",518,485,1003
" 05","SUR"," 39",486,504,990
" 05","SUR"," 40",488,536,1024
" 05","SUR"," 41",547,551,1098
" 05","SUR"," 42",548,501,1049
" 05","SUR"," 43",497,532,1029
" 05","SUR"," 44",532,508,1040
" 05","SUR"," 45",485,503,988
" 05","SUR"," 46",517,493,1010
" 05","SUR"," 47",427,507,934
" 05","SUR"," 48",480,513,993
" 05","SUR"," 49",499,520,1019
" 05","SUR"," 50",489,586,1075
" 05","SUR"," 51",495,555,1050
" 05","SUR"," 52",549,566,1115
" 05","SUR"," 53",500,566,1066
" 05","SUR"," 54",472,550,1022
" 05","SUR"," 55",513,553,1066
" 05","SUR"," 56",461,543,1004
" 05","SUR"," 57",446,467,913
" 05","SUR"," 58",424,505,929
" 05","SUR"," 59",381,485,866
" 05","SUR"," 60",383,466,849
" 05","SUR"," 61",400,466,866
" 05","SUR"," 62",365,451,816
" 05","SUR"," 63",334,448,782
" 05","SUR"," 64",312,420,732
" 05","SUR"," 65",334,421,755
" 05","SUR"," 66",325,401,726
" 05","SUR"," 67",317,405,722
" 05","SUR"," 68",285,354,639
" 05","SUR"," 69",327,418,745
" 05","SUR"," 70",305,408,713
" 05","SUR"," 71",291,399,690
" 05","SUR"," 72",252,355,607
" 05","SUR"," 73",297,406,703
" 05","SUR"," 74",292,428,720
" 05","SUR"," 75",296,421,717
" 05","SUR"," 76",221,342,563
" 05","SUR"," 77",220,286,506
" 05","SUR"," 78",262,362,624
" 05","SUR"," 79",219,276,495
" 05","SUR"," 80",198,302,500
" 05","SUR"," 81",177,273,450
" 05","SUR"," 82",166,311,477
" 05","SUR"," 83",151,277,428
" 05","SUR"," 84",126,249,375
" 05","SUR"," 85",148,228,376
" 05","SUR"," 86",95,235,330
" 05","SUR"," 87",77,182,259
" 05","SUR"," 88",61,169,230
" 05","SUR"," 89",64,144,208
" 05","SUR","90 y más años",201,472,673
" 05","SUR","TOTAL POBLACION",33386,37104,70490
" 06","TRIANA"," 00",135,147,282
" 06","TRIANA"," 01",161,149,310
" 06","TRIANA"," 02",196,181,377
" 06","TRIANA"," 03",173,184,357
" 06","TRIANA"," 04",166,191,357
" 06","TRIANA"," 05",195,172,367
" 06","TRIANA"," 06",206,219,425
" 06","TRIANA"," 07",192,194,386
" 06","TRIANA"," 08",206,214,420
" 06","TRIANA"," 09",214,245,459
" 06","TRIANA"," 10",212,227,439
" 06","TRIANA"," 11",229,223,452
" 06","TRIANA"," 12",221,210,431
" 06","TRIANA"," 13",225,252,477
" 06","TRIANA"," 14",205,216,421
" 06","TRIANA"," 15",216,218,434
" 06","TRIANA"," 16",220,216,436
" 06","TRIANA"," 17",195,183,378
" 06","TRIANA"," 18",225,201,426
" 06","TRIANA"," 19",215,188,403
" 06","TRIANA"," 20",182,194,376
" 06","TRIANA"," 21",211,205,416
" 06","TRIANA"," 22",199,211,410
" 06","TRIANA"," 23",207,220,427
" 06","TRIANA"," 24",204,239,443
" 06","TRIANA"," 25",233,231,464
" 06","TRIANA"," 26",244,239,483
" 06","TRIANA"," 27",269,274,543
" 06","TRIANA"," 28",218,256,474
" 06","TRIANA"," 29",199,254,453
" 06","TRIANA"," 30",249,248,497
" 06","TRIANA"," 31",270,265,535
" 06","TRIANA"," 32",243,276,519
" 06","TRIANA"," 33",232,293,525
" 06","TRIANA"," 34",272,284,556
" 06","TRIANA"," 35",295,326,621
" 06","TRIANA"," 36",290,315,605
" 06","TRIANA"," 37",302,336,638
" 06","TRIANA"," 38",340,333,673
" 06","TRIANA"," 39",344,326,670
" 06","TRIANA"," 40",343,387,730
" 06","TRIANA"," 41",378,389,767
" 06","TRIANA"," 42",351,427,778
" 06","TRIANA"," 43",344,361,705
" 06","TRIANA"," 44",372,437,809
" 06","TRIANA"," 45",350,405,755
" 06","TRIANA"," 46",359,373,732
" 06","TRIANA"," 47",337,373,710
" 06","TRIANA"," 48",352,379,731
" 06","TRIANA"," 49",354,387,741
" 06","TRIANA"," 50",342,377,719
" 06","TRIANA"," 51",388,392,780
" 06","TRIANA"," 52",339,422,761
" 06","TRIANA"," 53",346,402,748
" 06","TRIANA"," 54",354,449,803
" 06","TRIANA"," 55",306,399,705
" 06","TRIANA"," 56",295,348,643
" 06","TRIANA"," 57",319,387,706
" 06","TRIANA"," 58",294,370,664
" 06","TRIANA"," 59",297,386,683
" 06","TRIANA"," 60",265,344,609
" 06","TRIANA"," 61",275,352,627
" 06","TRIANA"," 62",237,295,532
" 06","TRIANA"," 63",248,324,572
" 06","TRIANA"," 64",213,289,502
" 06","TRIANA"," 65",212,316,528
" 06","TRIANA"," 66",220,338,558
" 06","TRIANA"," 67",237,332,569
" 06","TRIANA"," 68",201,345,546
" 06","TRIANA"," 69",226,312,538
" 06","TRIANA"," 70",264,361,625
" 06","TRIANA"," 71",265,347,612
" 06","TRIANA"," 72",223,326,549
" 06","TRIANA"," 73",267,385,652
" 06","TRIANA"," 74",232,374,606
" 06","TRIANA"," 75",261,393,654
" 06","TRIANA"," 76",204,322,526
" 06","TRIANA"," 77",177,255,432
" 06","TRIANA"," 78",207,308,515
" 06","TRIANA"," 79",146,248,394
" 06","TRIANA"," 80",142,239,381
" 06","TRIANA"," 81",119,195,314
" 06","TRIANA"," 82",136,236,372
" 06","TRIANA"," 83",138,239,377
" 06","TRIANA"," 84",97,210,307
" 06","TRIANA"," 85",86,221,307
" 06","TRIANA"," 86",85,220,305
" 06","TRIANA"," 87",85,171,256
" 06","TRIANA"," 88",67,149,216
" 06","TRIANA"," 89",59,143,202
" 06","TRIANA","90 y más años",174,537,711
" 06","TRIANA","TOTAL POBLACION",21598,26331,47929
" 07","NORTE"," 00",279,299,578
" 07","NORTE"," 01",318,315,633
" 07","NORTE"," 02",352,322,674
" 07","NORTE"," 03",374,324,698
" 07","NORTE"," 04",359,329,688
" 07","NORTE"," 05",350,310,660
" 07","NORTE"," 06",356,314,670
" 07","NORTE"," 07",345,359,704
" 07","NORTE"," 08",399,355,754
" 07","NORTE"," 09",425,368,793
" 07","NORTE"," 10",412,440,852
" 07","NORTE"," 11",397,369,766
" 07","NORTE"," 12",404,365,769
" 07","NORTE"," 13",401,375,776
" 07","NORTE"," 14",404,359,763
" 07","NORTE"," 15",432,389,821
" 07","NORTE"," 16",350,373,723
" 07","NORTE"," 17",402,369,771
" 07","NORTE"," 18",432,389,821
" 07","NORTE"," 19",381,382,763
" 07","NORTE"," 20",370,370,740
" 07","NORTE"," 21",389,361,750
" 07","NORTE"," 22",398,361,759
" 07","NORTE"," 23",389,375,764
" 07","NORTE"," 24",417,378,795
" 07","NORTE"," 25",449,369,818
" 07","NORTE"," 26",440,378,818
" 07","NORTE"," 27",468,404,872
" 07","NORTE"," 28",432,430,862
" 07","NORTE"," 29",424,453,877
" 07","NORTE"," 30",442,424,866
" 07","NORTE"," 31",454,494,948
" 07","NORTE"," 32",460,504,964
" 07","NORTE"," 33",533,525,1058
" 07","NORTE"," 34",531,530,1061
" 07","NORTE"," 35",608,539,1147
" 07","NORTE"," 36",625,574,1199
" 07","NORTE"," 37",550,586,1136
" 07","NORTE"," 38",585,588,1173
" 07","NORTE"," 39",651,583,1234
" 07","NORTE"," 40",650,646,1296
" 07","NORTE"," 41",649,632,1281
" 07","NORTE"," 42",621,586,1207
" 07","NORTE"," 43",594,599,1193
" 07","NORTE"," 44",547,524,1071
" 07","NORTE"," 45",540,589,1129
" 07","NORTE"," 46",532,613,1145
" 07","NORTE"," 47",508,582,1090
" 07","NORTE"," 48",574,598,1172
" 07","NORTE"," 49",552,642,1194
" 07","NORTE"," 50",581,591,1172
" 07","NORTE"," 51",582,636,1218
" 07","NORTE"," 52",591,636,1227
" 07","NORTE"," 53",556,679,1235
" 07","NORTE"," 54",578,632,1210
" 07","NORTE"," 55",548,654,1202
" 07","NORTE"," 56",508,584,1092
" 07","NORTE"," 57",495,598,1093
" 07","NORTE"," 58",513,652,1165
" 07","NORTE"," 59",510,611,1121
" 07","NORTE"," 60",538,663,1201
" 07","NORTE"," 61",584,665,1249
" 07","NORTE"," 62",498,574,1072
" 07","NORTE"," 63",460,538,998
" 07","NORTE"," 64",448,479,927
" 07","NORTE"," 65",403,434,837
" 07","NORTE"," 66",420,403,823
" 07","NORTE"," 67",366,367,733
" 07","NORTE"," 68",296,331,627
" 07","NORTE"," 69",348,369,717
" 07","NORTE"," 70",289,347,636
" 07","NORTE"," 71",292,325,617
" 07","NORTE"," 72",212,266,478
" 07","NORTE"," 73",256,297,553
" 07","NORTE"," 74",235,292,527
" 07","NORTE"," 75",219,299,518
" 07","NORTE"," 76",153,192,345
" 07","NORTE"," 77",145,154,299
" 07","NORTE"," 78",165,215,380
" 07","NORTE"," 79",126,188,314
" 07","NORTE"," 80",92,162,254
" 07","NORTE"," 81",95,150,245
" 07","NORTE"," 82",84,191,275
" 07","NORTE"," 83",80,147,227
" 07","NORTE"," 84",72,143,215
" 07","NORTE"," 85",71,151,222
" 07","NORTE"," 86",61,123,184
" 07","NORTE"," 87",48,99,147
" 07","NORTE"," 88",40,105,145
" 07","NORTE"," 89",29,80,109
" 07","NORTE","90 y más años",102,252,354
" 07","NORTE","TOTAL POBLACION",35643,37616,73259
" 08","S. PABLO-STA. JUSTA"," 00",218,203,421
" 08","S. PABLO-STA. JUSTA"," 01",229,204,433
" 08","S. PABLO-STA. JUSTA"," 02",242,231,473
" 08","S. PABLO-STA. JUSTA"," 03",253,228,481
" 08","S. PABLO-STA. JUSTA"," 04",259,220,479
" 08","S. PABLO-STA. JUSTA"," 05",268,225,493
" 08","S. PABLO-STA. JUSTA"," 06",295,261,556
" 08","S. PABLO-STA. JUSTA"," 07",279,256,535
