"CD","ND","GRUPO","HOMBRES","MUJERES","TOTAL"
" 00","01 TOTAL DISTRITOS","TOTAL POBLACION",333218,368237,701455
" 01","CASCO ANTIGUO"," 00",179,172,351
" 01","CASCO ANTIGUO"," 01",194,233,427
" 01","CASCO ANTIGUO"," 02",208,179,387
" 01","CASCO ANTIGUO"," 03",240,246,486
" 01","CASCO ANTIGUO"," 04",242,210,452
" 01","CASCO ANTIGUO"," 05",213,211,424
" 01","CASCO ANTIGUO"," 06",245,225,470
" 01","CASCO ANTIGUO"," 07",262,237,499
" 01","CASCO ANTIGUO"," 08",262,244,506
" 01","CASCO ANTIGUO"," 09",264,247,511
" 01","CASCO ANTIGUO"," 10",249,239,488
" 01","CASCO ANTIGUO"," 11",261,252,513
" 01","CASCO ANTIGUO"," 12",264,276,540
" 01","CASCO ANTIGUO"," 13",280,242,522
" 01","CASCO ANTIGUO"," 14",248,283,531
" 01","CASCO ANTIGUO"," 15",258,250,508
" 01","CASCO ANTIGUO"," 16",260,252,512
" 01","CASCO ANTIGUO"," 17",235,246,481
" 01","CASCO ANTIGUO"," 18",236,255,491
" 01","CASCO ANTIGUO"," 19",237,237,474
" 01","CASCO ANTIGUO"," 20",227,234,461
" 01","CASCO ANTIGUO"," 21",234,217,451
" 01","CASCO ANTIGUO"," 22",201,239,440
" 01","CASCO ANTIGUO"," 23",254,249,503
" 01","CASCO ANTIGUO"," 24",244,251,495
" 01","CASCO ANTIGUO"," 25",258,302,560
" 01","CASCO ANTIGUO"," 26",269,282,551
" 01","CASCO ANTIGUO"," 27",282,325,607
" 01","CASCO ANTIGUO"," 28",285,364,649
" 01","CASCO ANTIGUO"," 29",325,367,692
" 01","CASCO ANTIGUO"," 30",310,359,669
" 01","CASCO ANTIGUO"," 31",316,372,688
" 01","CASCO ANTIGUO"," 32",317,413,730
" 01","CASCO ANTIGUO"," 33",335,374,709
" 01","CASCO ANTIGUO"," 34",370,406,776
" 01","CASCO ANTIGUO"," 35",381,398,779
" 01","CASCO ANTIGUO"," 36",412,479,891
" 01","CASCO ANTIGUO"," 37",419,440,859
" 01","CASCO ANTIGUO"," 38",475,490,965
" 01","CASCO ANTIGUO"," 39",469,466,935
" 01","CASCO ANTIGUO"," 40",503,524,1027
" 01","CASCO ANTIGUO"," 41",500,532,1032
" 01","CASCO ANTIGUO"," 42",515,523,1038
" 01","CASCO ANTIGUO"," 43",529,511,1040
" 01","CASCO ANTIGUO"," 44",499,523,1022
" 01","CASCO ANTIGUO"," 45",512,528,1040
" 01","CASCO ANTIGUO"," 46",506,512,1018
" 01","CASCO ANTIGUO"," 47",480,563,1043
" 01","CASCO ANTIGUO"," 48",468,498,966
" 01","CASCO ANTIGUO"," 49",541,495,1036
" 01","CASCO ANTIGUO"," 50",509,470,979
" 01","CASCO ANTIGUO"," 51",489,503,992
" 01","CASCO ANTIGUO"," 52",508,478,986
" 01","CASCO ANTIGUO"," 53",494,519,1013
" 01","CASCO ANTIGUO"," 54",465,498,963
" 01","CASCO ANTIGUO"," 55",478,476,954
" 01","CASCO ANTIGUO"," 56",506,443,949
" 01","CASCO ANTIGUO"," 57",383,438,821
" 01","CASCO ANTIGUO"," 58",372,446,818
" 01","CASCO ANTIGUO"," 59",391,425,816
" 01","CASCO ANTIGUO"," 60",350,366,716
" 01","CASCO ANTIGUO"," 61",371,400,771
" 01","CASCO ANTIGUO"," 62",351,424,775
" 01","CASCO ANTIGUO"," 63",323,417,740
" 01","CASCO ANTIGUO"," 64",296,364,660
" 01","CASCO ANTIGUO"," 65",322,385,707
" 01","CASCO ANTIGUO"," 66",317,360,677
" 01","CASCO ANTIGUO"," 67",288,355,643
" 01","CASCO ANTIGUO"," 68",300,341,641
" 01","CASCO ANTIGUO"," 69",261,350,611
" 01","CASCO ANTIGUO"," 70",260,325,585
" 01","CASCO ANTIGUO"," 71",264,312,576
" 01","CASCO ANTIGUO"," 72",230,317,547
" 01","CASCO ANTIGUO"," 73",234,329,563
" 01","CASCO ANTIGUO"," 74",215,298,513
" 01","CASCO ANTIGUO"," 75",213,285,498
" 01","CASCO ANTIGUO"," 76",216,304,520
" 01","CASCO ANTIGUO"," 77",185,239,424
" 01","CASCO ANTIGUO"," 78",151,234,385
" 01","CASCO ANTIGUO"," 79",180,274,454
" 01","CASCO ANTIGUO"," 80",138,247,385
" 01","CASCO ANTIGUO"," 81",122,243,365
" 01","CASCO ANTIGUO"," 82",97,186,283
" 01","CASCO ANTIGUO"," 83",123,198,321
