id,url,longitude,latitude,found,revised,host-id,room_type,bedrooms,capacity,reviews,min_nights,price
airbnb59d812068a46550354a9623b693,https://www.airbnb.es/rooms/13054801,-6.004673532648772,37.38686527176842,2018-05-07 11:50:16.810000,2018-09-22 03:11:33.198000,airbnb65469625,entire_home,3,7,40,2,
airbnb59d812068a46550354a9623b694,https://www.airbnb.es/rooms/21374728,-6.005060139641913,37.387481285458556,2018-05-07 11:50:20.993000,2018-09-22 03:30:14.549000,airbnb154795021,entire_home,2,4,39,2,
airbnb59d812068a46550354a9623b695,https://www.airbnb.es/rooms/23364249,-6.005151058408733,37.38725918465812,2018-05-07 11:50:16.811000,2018-09-22 03:14:34.708000,airbnb162296324,entire_home,4,7,5,2,
airbnb59d812068a46550354a9623b696,https://www.airbnb.es/rooms/19919808,-6.0054456108994385,37.38753417027731,2017-08-14 16:08:56.616000,2017-10-01 15:10:58.955000,airbnb141104160,entire_home,3,4,0,2,29
airbnb59d812068a46550354a9623b697,https://www.airbnb.es/rooms/761292,-6.005571580168597,37.38726401950745,2017-08-14 16:09:29.266000,2018-09-24 10:05:25.081000,airbnb1921016,private_room,0,2,1,1,
airbnb59d812068a46550354a9623b698,https://www.airbnb.es/rooms/23740864,-6.005602341699042,37.3875350262813,2018-05-25 09:46:24.554000,2018-09-24 10:00:47.434000,airbnb178018902,entire_home,4,8,11,2,
airbnb59d812068a46550354a9623b699,https://www.airbnb.es/rooms/23482549,-6.005621100836611,37.38758824393562,2018-05-25 09:46:24.554000,2018-09-24 10:00:19.783000,airbnb175302869,entire_home,3,4,2,2,
airbnb59d812068a46550354a9623b700,https://www.airbnb.es/rooms/23226061,-6.006120555701764,37.38785636915032,2018-05-05 02:36:40.504000,2018-09-24 10:29:45.281000,airbnb116668864,private_room,1,2,48,1,
airbnb59d812068a46550354a9623b701,https://www.airbnb.es/rooms/24391562,-6.006110822273217,37.3872119836814,2018-05-25 09:46:24.554000,2018-09-24 09:56:57.019000,airbnb142761892,entire_home,1,4,1,1,
airbnb59d812068a46550354a9623b702,https://www.airbnb.es/rooms/23272687,-6.0058119574656725,37.387137321020376,2018-05-25 09:46:27.250000,2018-09-24 10:01:59.834000,airbnb173234619,entire_home,3,6,11,2,
airbnb59d812068a46550354a9623b703,https://www.airbnb.es/rooms/568062,-6.006,37.387,2017-08-14 16:12:06.306000,2018-09-22 03:09:59.386000,airbnb2795069,private_room,1,2,118,1,
