DISTRITO;2015
BELLAVISTA LA PALMERA;57
CASCO ANTIGUO;301
CERRO AMATE;18
ESTE ALCOSA TORREBLANCA;30
LOS REMEDIOS;25
MACARENA;22
NERVIÓN;69
NORTE;34
SAN PABLO SANTA JUSTA;39
SUR;53
TRIANA;60
TOTAL;708
