DISTRITO;2017
BELLAVISTA LA PALMERA;15
CASCO ANTIGUO;66
CERRO AMATE;5
ESTE ALCOSA TORREBLANCA;8
LOS REMEDIOS;5
MACARENA;8
NERVIÓN;26
NORTE;8
SAN PABLO SANTA JUSTA;4
SUR;14
TRIANA;14
TOTAL;173
