id,url,longitude,latitude,found,revised,host-id,room_type,bedrooms,capacity,reviews,min_nights,price
airbnb59d812058a46550354a962321,https://www.airbnb.es/rooms/24124875,-5.9976055425903905,37.40214036185952,2018-04-06 23:27:53.441000,2018-04-18 15:16:29.639000,airbnb26157318,private_room,0,4,0,1,45
airbnb59d812058a46550354a962322,https://www.airbnb.es/rooms/23621131,-5.997398965570528,37.40197797876967,2018-04-06 23:27:53.441000,2018-06-01 23:01:13.793000,airbnb176729843,private_room,1,2,12,1,23
airbnb59d812058a46550354a962323,https://www.airbnb.es/rooms/901976,-5.997267845741343,37.4021408828729,2017-08-14 16:19:43.325000,2018-09-22 02:52:42.374000,airbnb4813585,entire_home,0,6,2,2,
airbnb59d812058a46550354a962324,https://www.airbnb.es/rooms/9992556,-5.997267330826283,37.40201527625252,2017-08-14 16:19:25.653000,2017-10-01 08:28:23.116000,airbnb51337428,private_room,1,2,5,1,20
airbnb59d812058a46550354a962325,https://www.airbnb.es/rooms/17261586,-5.997468347415775,37.401803059173155,2017-08-14 16:19:17.128000,2017-09-05 04:22:05.854000,airbnb1379382,entire_home,1,3,1,3,67
airbnb59d812058a46550354a962326,https://www.airbnb.es/rooms/940632,-5.997240130900727,37.401729401977,2017-08-14 16:19:39.023000,2018-09-22 02:08:30.069000,airbnb4813585,entire_home,0,4,0,2,
airbnb59d812058a46550354a962327,https://www.airbnb.es/rooms/23635895,-5.997206567052114,37.40166895737018,2018-04-06 23:27:53.441000,2018-05-10 18:22:11.247000,airbnb176729843,private_room,1,4,7,1,31
airbnb59d812058a46550354a962328,https://www.airbnb.es/rooms/930946,-5.996766626952783,37.40214560623925,2017-08-14 16:19:43.325000,2018-09-22 03:31:14.364000,airbnb4813585,entire_home,0,6,2,2,
airbnb59d812058a46550354a962329,https://www.airbnb.es/rooms/17932898,-5.9968876640180975,37.402070165435525,2017-08-14 16:19:30.116000,2017-10-01 08:28:45.273000,airbnb1379382,entire_home,1,3,0,3,63
airbnb59d812058a46550354a9623210,https://www.airbnb.es/rooms/18705820,-5.996832334127296,37.402879955874994,2017-08-14 16:02:49.393000,2018-05-30 11:18:47.361000,airbnb127144131,entire_home,2,6,26,1,45
airbnb59d812058a46550354a9623211,https://www.airbnb.es/rooms/23618464,-5.994100605429571,37.40358954442277,2018-05-25 06:47:52.199000,2018-06-05 21:27:31.461000,airbnb171077550,private_room,1,2,5,2,42
airbnb59d812058a46550354a9623212,https://www.airbnb.es/rooms/8902585,-5.994326022444204,37.40320281932612,2017-08-14 16:03:09.400000,2017-09-05 04:22:33.791000,airbnb46532910,entire_home,4,8,57,1,70
airbnb59d812058a46550354a9623213,https://www.airbnb.es/rooms/15330905,-5.994357174297485,37.40316855068193,2017-08-14 16:03:17.946000,2018-05-30 11:19:14.263000,airbnb14826115,private_room,0,2,14,1,35
airbnb59d812058a46550354a9623214,https://www.airbnb.es/rooms/689851,-5.994191182356689,37.403477549864135,2017-08-14 16:03:09.400000,2017-10-01 08:29:07.412000,airbnb3524125,private_room,1,2,50,2,75
airbnb59d812058a46550354a9623215,https://www.airbnb.es/rooms/17579724,-5.99547234923651,37.40249636488684,2017-08-14 16:18:43.631000,2018-05-30 11:19:02.669000,airbnb119408720,entire_home,2,4,95,2,66
airbnb59d812058a46550354a9623216,https://www.airbnb.es/rooms/5414323,-5.995417392535679,37.40266659864876,2017-08-14 16:19:43.325000,2017-10-01 08:29:36.579000,airbnb3360193,entire_home,1,3,8,2,80
airbnb59d812058a46550354a9623217,https://www.airbnb.es/rooms/8959848,-5.9959764820566805,37.40279430333575,2017-08-14 16:19:08.580000,2018-05-30 11:19:11.338000,airbnb41232541,entire_home,1,2,85,2,58
airbnb59d812058a46550354a9623218,https://www.airbnb.es/rooms/14731097,-5.996123696294558,37.40201819116848,2017-08-14 16:19:34.689000,2017-10-01 08:29:47.625000,airbnb91729117,private_room,1,2,0,2,50
airbnb59d812058a46550354a9623219,https://www.airbnb.es/rooms/17598000,-5.995608063991701,37.40193570551591,2017-08-14 16:19:25.653000,2017-09-05 04:23:27.717000,airbnb1379382,entire_home,1,3,0,3,67
airbnb59d812058a46550354a9623220,https://www.airbnb.es/rooms/903791,-5.995632068395746,37.40203349255711,2017-08-14 16:19:39.023000,2018-09-22 03:29:58.020000,airbnb4813585,entire_home,0,6,2,2,
airbnb59d812058a46550354a9623221,https://www.airbnb.es/rooms/16343488,-5.995791008429838,37.402304007117536,2017-08-14 16:19:12.795000,2018-05-30 11:19:27.770000,airbnb6995235,entire_home,0,6,2,2,161
airbnb59d812058a46550354a9623222,https://www.airbnb.es/rooms/23391866,-5.995557094996711,37.40227743740796,2018-05-05 01:00:05.927000,2018-05-30 11:19:08.030000,airbnb19883134,entire_home,3,6,1,2,95
airbnb59d812058a46550354a9623223,https://www.airbnb.es/rooms/1317947,-5.995247711239318,37.40196264127344,2017-08-14 16:19:34.689000,2018-09-22 03:23:19.121000,airbnb7166126,entire_home,2,4,13,1,
airbnb59d812058a46550354a9623224,https://www.airbnb.es/rooms/3566370,-5.9954583220382744,37.40186804085682,2017-08-14 16:19:21.386000,2018-09-22 03:30:22.637000,airbnb17956381,entire_home,3,10,10,3,
airbnb59d812058a46550354a9623225,https://www.airbnb.es/rooms/22430349,-5.995217538459398,37.40172915179482,2018-05-05 16:31:10.880000,2018-06-01 23:06:45.289000,airbnb164115349,entire_home,7,10,0,2,168
airbnb59d812058a46550354a9623226,https://www.airbnb.es/rooms/15006891,-5.99467811837965,37.40211854207186,2017-08-14 16:19:39.023000,2018-06-01 23:06:54.071000,airbnb14826115,private_room,0,1,8,1,26
airbnb59d812058a46550354a9623227,https://www.airbnb.es/rooms/1207603,-5.99458609118916,37.402298340922535,2017-08-14 16:19:39.023000,2018-05-30 11:19:25.001000,airbnb6402568,entire_home,0,1,0,1,1165
airbnb59d812058a46550354a9623228,https://www.airbnb.es/rooms/16270431,-5.9946881395508145,37.40230639981465,2017-08-14 16:19:04.416000,2017-10-01 08:30:34.657000,airbnb67950302,entire_home,0,3,3,2,75
airbnb59d812058a46550354a9623229,https://www.airbnb.es/rooms/23618284,-5.994786124342769,37.40235083289567,2018-05-05 01:00:05.927000,2018-05-30 11:18:53.345000,airbnb171077550,private_room,0,2,10,2,48
airbnb59d812058a46550354a9623230,https://www.airbnb.es/rooms/13519853,-5.995026862637339,37.402245596965514,2017-08-14 16:19:30.116000,2017-10-01 08:30:40.971000,airbnb77658288,entire_home,1,5,28,2,50
airbnb59d812058a46550354a9623231,https://www.airbnb.es/rooms/24749512,-5.994981305655833,37.402892189252356,2018-05-05 01:00:05.927000,2018-05-30 11:19:05.253000,airbnb65087642,entire_home,2,4,1,1,60
airbnb59d812058a46550354a9623232,https://www.airbnb.es/rooms/23279052,-5.994783426609461,37.40286371763429,2018-05-05 01:00:05.928000,2018-05-30 11:19:16.789000,airbnb31420918,entire_home,2,4,0,2,155
airbnb59d812058a46550354a9623233,https://www.airbnb.es/rooms/21953350,-5.994765705923986,37.40254947130843,2018-05-05 01:00:05.928000,2018-05-30 11:19:22.472000,airbnb112076546,entire_home,2,4,0,2,45
airbnb59d812058a46550354a9623234,https://www.airbnb.es/rooms/21732805,-5.994488381836808,37.40253359719989,2018-05-05 01:00:05.927000,2018-05-30 11:18:56.523000,airbnb88508906,entire_home,3,6,25,1,54
airbnb59d812058a46550354a9623235,https://www.airbnb.es/rooms/11392871,-5.994296268609661,37.402608611230534,2017-08-14 16:19:34.689000,2018-05-30 11:18:50.433000,airbnb59767114,private_room,0,2,5,1,31
airbnb59d812058a46550354a9623236,https://www.airbnb.es/rooms/18064842,-5.994475827055985,37.40273340697358,2017-08-14 16:19:21.386000,2018-05-30 11:18:59.553000,airbnb86465753,entire_home,2,2,12,2,60
airbnb59d812058a46550354a9623237,https://www.airbnb.es/rooms/23050153,-5.993976164270423,37.40290369236623,2018-05-25 06:48:04.369000,2018-05-30 11:27:14.887000,airbnb171077550,entire_home,2,4,0,2,118
airbnb59d812058a46550354a9623238,https://www.airbnb.es/rooms/18944848,-5.993924742958182,37.40282447989716,2017-08-14 16:02:49.393000,2017-10-01 08:30:58.809000,airbnb7923021,private_room,2,4,18,1,22
airbnb59d812058a46550354a9623239,https://www.airbnb.es/rooms/15431872,-5.994126454651169,37.40259730107704,2017-08-14 16:18:47.753000,2018-05-30 11:26:14.266000,airbnb91533161,entire_home,3,6,10,2,98
airbnb59d812058a46550354a9623240,https://www.airbnb.es/rooms/19875858,-5.994087204791404,37.402315339344746,2017-08-14 16:19:00.006000,2017-10-01 08:31:12.538000,airbnb138733620,entire_home,1,4,0,2,41
airbnb59d812058a46550354a9623241,https://www.airbnb.es/rooms/2659171,-5.994361234972653,37.40218159695221,2018-05-05 16:31:08.493000,2018-09-22 03:31:59.471000,airbnb13609437,entire_home,2,3,8,3,
airbnb59d812058a46550354a9623242,https://www.airbnb.es/rooms/17724414,-5.994241045879933,37.40220610678201,2017-08-14 16:18:55.898000,2017-10-01 08:31:17.717000,airbnb120845115,entire_home,1,3,1,2,60
airbnb59d812058a46550354a9623243,https://www.airbnb.es/rooms/10738966,-5.9942728924748545,37.40178380076841,2017-08-14 16:18:39.638000,2018-09-22 03:19:27.714000,airbnb55249359,private_room,0,2,179,1,
airbnb59d812058a46550354a9623244,https://www.airbnb.es/rooms/18107499,-5.994233877383236,37.40192913741283,2017-08-14 16:18:39.638000,2017-10-01 08:31:27.603000,airbnb17080169,entire_home,2,6,18,2,49
airbnb59d812058a46550354a9623245,https://www.airbnb.es/rooms/11831672,-5.994,37.402,2017-08-14 16:19:12.795000,2018-06-02 21:38:00.255000,airbnb1379382,entire_home,2,6,4,3,125
airbnb59d812058a46550354a9623246,https://www.airbnb.es/rooms/17868086,-5.993191407420939,37.40225667575083,2017-08-14 16:19:17.128000,2017-10-01 08:31:32.948000,airbnb9068754,private_room,2,5,0,2,60
airbnb59d812058a46550354a9623247,https://www.airbnb.es/rooms/13359164,-5.993227326352473,37.40203996474782,2017-08-14 16:19:47.140000,2017-09-05 04:25:15.227000,airbnb13026668,private_room,1,2,2,6,23
airbnb59d812058a46550354a9623248,https://www.airbnb.es/rooms/18283214,-5.993324583110636,37.40182152496008,2017-08-14 16:19:12.795000,2017-09-05 04:25:20.428000,airbnb119122381,entire_home,5,10,2,2,131
airbnb59d812058a46550354a9623249,https://www.airbnb.es/rooms/22515303,-5.993307170564546,37.40198259535391,2018-05-05 16:34:43.834000,2018-06-02 21:36:33.614000,airbnb30990018,private_room,1,2,17,2,20
airbnb59d812058a46550354a9623250,https://www.airbnb.es/rooms/15762192,-5.992973394217586,37.40212588413218,2017-08-14 16:18:39.638000,2018-06-02 21:36:43.427000,airbnb11133193,private_room,1,2,84,1,36
airbnb59d812058a46550354a9623251,https://www.airbnb.es/rooms/24300524,-5.993,37.402,2018-05-25 06:48:04.369000,2018-05-30 11:27:00.237000,airbnb183316238,entire_home,4,7,2,3,83
airbnb59d812058a46550354a9623252,https://www.airbnb.es/rooms/738380,-5.992806406579124,37.401912868250655,2017-08-14 16:18:47.753000,2018-09-25 01:23:47.826000,airbnb3858271,entire_home,2,4,148,3,
airbnb59d812058a46550354a9623253,https://www.airbnb.es/rooms/18547458,-5.992710009632796,37.4019607935924,2017-08-14 16:18:39.638000,2017-10-01 08:32:00.878000,airbnb128751433,entire_home,1,2,4,2,40
airbnb59d812058a46550354a9623254,https://www.airbnb.es/rooms/25909388,-5.992735099331709,37.40189016301136,2018-08-28 03:25:00.974000,2018-09-25 01:24:18.917000,airbnb182169184,entire_home,2,4,8,1,
airbnb59d812058a46550354a9623255,https://www.airbnb.es/rooms/21924565,-5.992587083686051,37.4019448482097,2018-05-05 16:34:43.837000,2018-09-25 01:23:44.020000,airbnb36359930,entire_home,2,4,40,2,
airbnb59d812058a46550354a9623256,https://www.airbnb.es/rooms/2508831,-5.9926664743684785,37.40199008760519,2017-08-14 16:18:47.752000,2018-09-25 01:23:38.569000,airbnb4233183,entire_home,0,5,207,1,
airbnb59d812058a46550354a9623257,https://www.airbnb.es/rooms/24202966,-5.992740037184166,37.402175664967054,2018-05-25 15:26:37.517000,2018-06-02 21:37:28.035000,airbnb182169184,entire_home,2,4,7,2,90
airbnb59d812058a46550354a9623258,https://www.airbnb.es/rooms/11798955,-5.992740203407059,37.40220897840071,2017-08-14 16:19:39.023000,2018-09-25 01:23:54.916000,airbnb3328217,private_room,2,2,122,3,
airbnb59d812058a46550354a9623259,https://www.airbnb.es/rooms/24207685,-5.99288220346442,37.40225448891677,2018-05-25 06:48:01.602000,2018-05-30 11:26:11.163000,airbnb182169184,entire_home,2,4,7,2,89
airbnb59d812058a46550354a9623260,https://www.airbnb.es/rooms/8678755,-5.993074395818395,37.40263253655148,2017-08-14 16:19:12.795000,2018-05-30 11:29:42.664000,airbnb45579593,entire_home,0,3,40,2,55
airbnb59d812058a46550354a9623261,https://www.airbnb.es/rooms/17569713,-5.993124314355941,37.402718793822984,2017-08-14 16:19:39.023000,2017-09-05 04:25:59.815000,airbnb1219919,entire_home,1,2,0,2,75
airbnb59d812058a46550354a9623262,https://www.airbnb.es/rooms/20815378,-5.9926264790697354,37.40264947124313,2018-05-25 06:47:52.199000,2018-06-05 21:28:31.351000,airbnb149278908,entire_home,3,6,30,1,85
airbnb59d812058a46550354a9623263,https://www.airbnb.es/rooms/24171911,-5.992522867584954,37.4029600436237,2018-05-25 06:48:01.602000,2018-05-30 11:26:05.274000,airbnb182169184,entire_home,3,4,8,2,77
airbnb59d812058a46550354a9623264,https://www.airbnb.es/rooms/18573352,-5.9929564558119415,37.402834265305664,2017-08-14 16:02:49.393000,2017-10-01 08:32:29.737000,airbnb13886359,entire_home,0,2,17,2,32
airbnb59d812058a46550354a9623265,https://www.airbnb.es/rooms/9020591,-5.9931523889899525,37.40282613059977,2017-08-14 16:02:57.226000,2017-10-01 08:32:35.721000,airbnb29288180,private_room,1,2,43,2,39
airbnb59d812058a46550354a9623266,https://www.airbnb.es/rooms/24282385,-5.9930279571820035,37.40304588110416,2018-05-25 06:47:58.758000,2018-05-30 11:25:04.891000,airbnb182169184,entire_home,2,4,8,1,77
airbnb59d812058a46550354a9623267,https://www.airbnb.es/rooms/19794362,-5.993250499756924,37.40280335401056,2017-08-14 16:18:39.638000,2018-09-20 14:58:42.536000,airbnb7923021,private_room,1,2,70,1,
airbnb59d812058a46550354a9623268,https://www.airbnb.es/rooms/22672445,-5.993296379114035,37.402712581368576,2018-05-25 06:48:01.602000,2018-05-30 11:25:47.730000,airbnb166956480,private_room,1,2,20,2,31
airbnb59d812058a46550354a9623269,https://www.airbnb.es/rooms/19563202,-5.993193045418602,37.402723674754206,2017-08-14 16:19:04.416000,2017-10-01 08:32:46.584000,airbnb137466379,private_room,3,1,0,1,45
airbnb59d812058a46550354a9623270,https://www.airbnb.es/rooms/11910521,-5.993603515042856,37.40266464605984,2017-08-14 16:18:39.638000,2018-06-05 21:27:19.966000,airbnb57148089,private_room,1,1,84,1,28
airbnb59d812058a46550354a9623271,https://www.airbnb.es/rooms/13814027,-5.993458507610459,37.40317830273999,2017-08-14 16:03:31.062000,2017-10-01 08:33:00.875000,airbnb81329486,entire_home,3,4,0,30,30
airbnb59d812058a46550354a9623272,https://www.airbnb.es/rooms/18083868,-5.9932068884324465,37.40327163732555,2017-08-14 16:02:53.475000,2018-05-30 11:24:15.538000,airbnb49873291,entire_home,3,5,91,1,100
airbnb59d812058a46550354a9623273,https://www.airbnb.es/rooms/15487118,-5.993133617919684,37.40323538162503,2017-08-14 16:02:53.475000,2018-09-20 14:59:29.698000,airbnb17264204,entire_home,1,2,110,3,
airbnb59d812058a46550354a9623274,https://www.airbnb.es/rooms/10050082,-5.992691935500296,37.40323061536747,2017-08-14 16:02:53.475000,2018-05-30 11:26:20.291000,airbnb3375618,entire_home,2,2,87,3,60
airbnb59d812058a46550354a9623275,https://www.airbnb.es/rooms/23416707,-5.992162521440878,37.40335676604019,2018-05-25 06:48:04.369000,2018-05-30 11:27:09.549000,airbnb174622430,entire_home,3,4,8,2,60
airbnb59d812058a46550354a9623276,https://www.airbnb.es/rooms/2549055,-5.992084279567178,37.40334192321245,2017-08-14 16:03:13.646000,2017-10-01 08:33:39.813000,airbnb10342751,entire_home,1,4,24,2,50
airbnb59d812058a46550354a9623277,https://www.airbnb.es/rooms/23120778,-5.991674972540453,37.40328043499233,2018-05-25 06:47:55.034000,2018-05-30 11:24:34.694000,airbnb27526991,entire_home,4,7,0,1,237
airbnb59d812058a46550354a9623278,https://www.airbnb.es/rooms/6394598,-5.991482444677336,37.403077972502004,2017-08-14 16:03:05.047000,2017-10-01 08:34:20.442000,airbnb33342045,entire_home,1,2,17,5,75
airbnb59d812058a46550354a9623279,https://www.airbnb.es/rooms/23164487,-5.991621606978267,37.40280997425102,2018-05-25 06:48:15.780000,2018-05-30 11:29:56.897000,airbnb14762793,private_room,2,2,6,2,36
airbnb59d812058a46550354a9623280,https://www.airbnb.es/rooms/15911037,-5.9918170993389195,37.402676971176874,2017-08-14 16:19:00.006000,2018-05-30 11:25:17.358000,airbnb45273670,entire_home,3,6,29,2,77
airbnb59d812058a46550354a9623281,https://www.airbnb.es/rooms/632876,-5.991733178719168,37.40286551459722,2017-08-14 16:02:49.393000,2018-09-20 15:16:38.516000,airbnb1198187,entire_home,0,2,629,1,
airbnb59d812058a46550354a9623282,https://www.airbnb.es/rooms/4240074,-5.991708055947345,37.40300000690472,2017-08-14 16:03:09.400000,2018-05-30 11:27:50.800000,airbnb13514569,entire_home,3,3,61,2,72
airbnb59d812058a46550354a9623283,https://www.airbnb.es/rooms/17577671,-5.9916752795552055,37.4029193867661,2017-08-14 16:03:31.062000,2018-05-30 11:29:00.012000,airbnb119391785,entire_home,3,6,0,4,298
airbnb59d812058a46550354a9623284,https://www.airbnb.es/rooms/21960002,-5.991632634360543,37.40318605913747,2018-05-25 06:48:04.369000,2018-05-30 11:27:18.636000,airbnb67921162,entire_home,4,8,9,2,180
airbnb59d812058a46550354a9623285,https://www.airbnb.es/rooms/24207003,-5.992,37.403,2018-05-05 16:35:06.701000,2018-09-25 03:27:15.550000,airbnb182169184,entire_home,2,4,23,1,
airbnb59d812058a46550354a9623286,https://www.airbnb.es/rooms/24206197,-5.992,37.403,2018-05-05 16:35:06.701000,2018-09-25 03:26:39.781000,airbnb182169184,entire_home,2,4,21,2,
airbnb59d812058a46550354a9623287,https://www.airbnb.es/rooms/24644157,-5.992,37.403,2018-05-25 15:26:37.517000,2018-09-25 01:24:15.121000,airbnb182169184,entire_home,2,4,9,1,
airbnb59d812058a46550354a9623288,https://www.airbnb.es/rooms/24283437,-5.992,37.403,2018-05-25 15:27:29.192000,2018-09-25 03:26:13.178000,airbnb182169184,entire_home,2,4,28,2,
airbnb59d812058a46550354a9623289,https://www.airbnb.es/rooms/24203099,-5.992,37.403,2018-05-25 15:27:29.192000,2018-09-25 03:27:01.241000,airbnb182169184,entire_home,2,4,15,1,
airbnb59d812058a46550354a9623290,https://www.airbnb.es/rooms/24208194,-5.992,37.403,2018-08-28 03:25:00.973000,2018-09-25 03:25:11,airbnb182169184,entire_home,2,4,30,1,
airbnb59d812058a46550354a9623291,https://www.airbnb.es/rooms/11551313,-5.992341926525813,37.402718278055694,2017-08-14 16:18:43.631000,2018-09-20 15:00:50.534000,airbnb8620490,entire_home,1,4,136,2,
airbnb59d812058a46550354a9623292,https://www.airbnb.es/rooms/24653291,-5.992310182383183,37.402862177746556,2018-05-25 06:47:58.759000,2018-05-30 11:25:35.712000,airbnb152799716,entire_home,3,5,6,1,94
airbnb59d812058a46550354a9623293,https://www.airbnb.es/rooms/1313371,-5.992305175874436,37.40223563794721,2017-08-14 16:18:47.753000,2018-09-25 02:21:41.137000,airbnb3997451,entire_home,2,4,75,1,
airbnb59d812058a46550354a9623294,https://www.airbnb.es/rooms/11864288,-5.992438321339839,37.40196152774343,2017-08-14 16:19:25.653000,2017-10-01 08:35:07.011000,airbnb63127032,private_room,1,2,22,1,40
airbnb59d812058a46550354a9623295,https://www.airbnb.es/rooms/16849181,-5.992475527587607,37.401876312235764,2017-08-14 16:18:43.631000,2018-09-25 01:24:03.931000,airbnb81810887,entire_home,2,4,20,3,
airbnb59d812058a46550354a9623296,https://www.airbnb.es/rooms/19852587,-5.992064842419302,37.40192269410374,2017-08-14 16:18:39.638000,2018-09-25 01:23:51.462000,airbnb60804791,entire_home,2,4,66,2,
airbnb59d812058a46550354a9623297,https://www.airbnb.es/rooms/24179420,-5.991967125472956,37.40216952998956,2018-05-25 15:26:37.517000,2018-06-02 21:37:33.719000,airbnb80857403,private_room,1,2,2,1,42
airbnb59d812058a46550354a9623298,https://www.airbnb.es/rooms/17572582,-5.991896405818063,37.40220828496781,2017-08-14 16:19:12.795000,2017-09-05 04:28:58.476000,airbnb18626593,private_room,1,3,0,1,29
airbnb59d812058a46550354a9623299,https://www.airbnb.es/rooms/18695838,-5.991918786160384,37.40202083220903,2017-08-14 16:18:39.638000,2017-10-01 08:35:28.737000,airbnb129640121,private_room,1,2,22,1,30
airbnb59d812058a46550354a96232100,https://www.airbnb.es/rooms/963066,-5.992,37.402,2017-08-14 16:19:39.023000,2018-05-30 11:27:53.527000,airbnb1379382,entire_home,2,3,2,3,61
airbnb59d812058a46550354a96232101,https://www.airbnb.es/rooms/25509804,-5.991675458565951,37.40197515359363,2018-08-28 03:25:04.049000,2018-09-25 01:24:28.985000,airbnb192504672,entire_home,2,5,0,2,
airbnb59d812058a46550354a96232102,https://www.airbnb.es/rooms/11928522,-5.991820422531231,37.40243887618789,2017-08-14 16:18:55.898000,2018-05-30 11:28:14.736000,airbnb57148089,private_room,1,1,70,1,27
airbnb59d812058a46550354a96232103,https://www.airbnb.es/rooms/1015912,-5.991743255240968,37.40254247441195,2017-08-14 16:18:47.753000,2018-09-20 15:00:08.649000,airbnb5419741,entire_home,0,4,116,2,
airbnb59d812058a46550354a96232104,https://www.airbnb.es/rooms/17233321,-5.9914472672071915,37.402442246730764,2017-08-14 16:18:39.638000,2018-09-20 15:00:36.789000,airbnb115617632,private_room,2,3,74,1,
airbnb59d812058a46550354a96232105,https://www.airbnb.es/rooms/11865956,-5.991516097952697,37.402499248064174,2017-08-14 16:18:43.631000,2018-05-30 11:27:06.585000,airbnb26349713,entire_home,4,8,32,2,72
airbnb59d812058a46550354a96232106,https://www.airbnb.es/rooms/3857892,-5.991211496840366,37.40236913203979,2017-08-14 16:19:43.325000,2017-09-05 04:29:40.614000,airbnb19902433,entire_home,1,2,134,2,60
airbnb59d812058a46550354a96232107,https://www.airbnb.es/rooms/17922271,-5.991317840712332,37.40233170320433,2017-08-14 16:19:00.006000,2018-05-30 11:27:24.637000,airbnb45020850,entire_home,2,4,18,2,60
airbnb59d812058a46550354a96232108,https://www.airbnb.es/rooms/23849460,-5.991299645971789,37.402261545462906,2018-05-25 06:48:04.368000,2018-05-30 11:26:35.482000,airbnb2871920,entire_home,2,3,1,2,77
airbnb59d812058a46550354a96232109,https://www.airbnb.es/rooms/1977705,-5.991380471776729,37.40222904912993,2017-08-14 16:19:12.795000,2017-09-05 04:29:52.877000,airbnb9649853,entire_home,0,3,43,2,40
airbnb59d812058a46550354a96232110,https://www.airbnb.es/rooms/17277097,-5.991452636770512,37.402199184506664,2017-08-14 16:19:30.116000,2017-10-01 08:36:20.200000,airbnb116512682,entire_home,3,8,0,2,89
airbnb59d812058a46550354a96232111,https://www.airbnb.es/rooms/3286501,-5.991416652678137,37.40209329958194,2017-08-14 16:19:04.416000,2018-09-25 02:23:53.453000,airbnb9649853,entire_home,2,4,30,2,
airbnb59d812058a46550354a96232112,https://www.airbnb.es/rooms/514272,-5.991320301568764,37.40204220910114,2017-08-14 16:18:51.640000,2018-06-02 21:41:14.063000,airbnb1546378,entire_home,0,4,45,1,59
airbnb59d812058a46550354a96232113,https://www.airbnb.es/rooms/16118395,-5.991017789573947,37.4021119330325,2017-08-14 16:19:08.580000,2017-10-01 08:36:37.815000,airbnb42710854,private_room,1,1,0,2,12
airbnb59d812058a46550354a96232114,https://www.airbnb.es/rooms/11669635,-5.990867400012281,37.4021920611479,2017-08-14 16:18:43.631000,2018-09-25 01:24:56.610000,airbnb3625780,entire_home,0,6,97,3,
airbnb59d812058a46550354a96232115,https://www.airbnb.es/rooms/12830172,-5.990772678191032,37.40205091706068,2017-08-14 16:18:55.898000,2018-06-02 21:41:02.288000,airbnb63127032,private_room,0,1,88,2,16
airbnb59d812058a46550354a96232116,https://www.airbnb.es/rooms/11998884,-5.9911403144700355,37.40249768314701,2017-08-14 16:19:04.416000,2017-10-01 08:36:55.477000,airbnb64158104,entire_home,1,4,4,30,350
airbnb59d812058a46550354a96232117,https://www.airbnb.es/rooms/11631742,-5.991062520217941,37.402758525864556,2017-08-14 16:19:17.128000,2017-10-01 08:37:01.395000,airbnb16983115,private_room,1,1,8,2,22
airbnb59d812058a46550354a96232118,https://www.airbnb.es/rooms/10592340,-5.990890389079072,37.40272503574361,2017-08-14 16:19:47.140000,2018-05-30 11:28:45.956000,airbnb54090964,private_room,0,1,2,1,42
airbnb59d812058a46550354a96232119,https://www.airbnb.es/rooms/13935492,-5.990485126921962,37.402937915657134,2017-08-14 16:03:17.947000,2017-10-01 08:37:12.101000,airbnb16983115,private_room,1,1,1,2,16
airbnb59d812058a46550354a96232120,https://www.airbnb.es/rooms/23907652,-5.990501788848242,37.40293828577177,2018-05-25 06:48:13.064000,2018-05-30 11:28:34.787000,airbnb139658503,entire_home,1,2,2,2,107
airbnb59d812058a46550354a96232121,https://www.airbnb.es/rooms/18922258,-5.990486824657511,37.40302195819867,2017-08-14 16:02:49.393000,2018-05-30 11:24:37.403000,airbnb51048225,entire_home,2,4,38,2,48
airbnb59d812058a46550354a96232122,https://www.airbnb.es/rooms/17920440,-5.989931637661727,37.40274917447896,2017-08-14 16:19:25.653000,2017-10-01 08:37:24.239000,airbnb63198336,entire_home,2,6,0,3,120
airbnb59d812058a46550354a96232123,https://www.airbnb.es/rooms/8738721,-5.989939148000776,37.40240815756857,2017-08-14 16:19:08.580000,2017-10-01 08:37:32.860000,airbnb30861012,private_room,1,1,19,2,19
airbnb59d812058a46550354a96232124,https://www.airbnb.es/rooms/19032427,-5.98990086639762,37.40244461889617,2017-08-14 16:19:30.116000,2017-10-01 08:37:38.020000,airbnb30861012,private_room,1,2,0,1,25
airbnb59d812058a46550354a96232125,https://www.airbnb.es/rooms/23869721,-5.990031628038422,37.40241366166286,2018-05-25 06:47:58.758000,2018-05-30 11:25:26.458000,airbnb89331773,entire_home,1,2,4,4,86
airbnb59d812058a46550354a96232126,https://www.airbnb.es/rooms/23647717,-5.989977692366927,37.40246383404683,2018-05-25 06:48:04.368000,2018-05-30 11:26:57.253000,airbnb177012100,entire_home,3,6,14,2,60
airbnb59d812058a46550354a96232127,https://www.airbnb.es/rooms/887690,-5.990102900632177,37.40257028071734,2017-08-14 16:19:34.689000,2017-09-05 04:31:23.358000,airbnb4697283,entire_home,1,4,5,2,65
airbnb59d812058a46550354a96232128,https://www.airbnb.es/rooms/17844246,-5.990199894422777,37.401990056610444,2017-08-14 16:19:43.325000,2017-09-05 04:31:28.677000,airbnb2950570,entire_home,2,6,0,3,999
airbnb59d812058a46550354a96232129,https://www.airbnb.es/rooms/13392532,-5.990177705459387,37.40211618761231,2017-08-14 16:18:51.640000,2017-10-01 08:37:51.971000,airbnb69345918,entire_home,1,4,29,2,45
airbnb59d812058a46550354a96232130,https://www.airbnb.es/rooms/11530451,-5.98977740677946,37.40201979304815,2017-08-14 16:19:34.689000,2017-10-01 08:37:57.563000,airbnb60808743,entire_home,2,4,1,1,45
